NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT00437593,UHR-OCT and HD-OCT for Preretinal Membranes: ICG Versus Membrane Blue,https://clinicaltrials.gov/study/NCT00437593,COMPLETED,Retinal Diseases,"PROCEDURE: ppVE, MP, ICG|PROCEDURE: ppVE, MP, MB","UHR-OCT HD-OCT, 12 months|Distance Visual acuity, 12 months|Near Visual acuity, 12 months|Contrast sensitivtiy, 12 months",The Ludwig Boltzmann Institute of Retinology and Biomicroscopic Laser Surgery,20,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2005-09
NCT00408720,Comparison of a Spectral OCT/SLO With the Stratus OCT for Imaging Various Retinal Pathologies,https://clinicaltrials.gov/study/NCT00408720,COMPLETED,Macular Hole|RPE Detachment|Epiretinal Membrane|Posterior Vitreous Detachment,,,The New York Eye & Ear Infirmary,25,OBSERVATIONAL,Observational Model: |Time Perspective: p,2006-10
NCT02412059,Topical Use of Corticosteroid to Prevent Epiretinal Membrane Following Retinal Tear,https://clinicaltrials.gov/study/NCT02412059,COMPLETED,Epiretinal Membrane,DRUG: Prednisolone acetate,"Incidence of epiretinal membrane, 6-months following administration of corticosteroid",Unity Health Toronto,200,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2015-08
NCT06040216,Evolution of EIFL Following PPV,https://clinicaltrials.gov/study/NCT06040216,COMPLETED,Epiretinal Membrane,OTHER: optical coherence tomography,"Best corrected visual acuity, Best corrected visual acuity, 1-month",Kocaeli University,80,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-01-15
NCT03646682,Pharmakokinetik of Caffeine in Epiretinal Membranes After Oral Intake: a Pilot Study,https://clinicaltrials.gov/study/NCT03646682,COMPLETED,Epiretinal Membrane,PROCEDURE: vitrectomy with membrane peeling,"concentration of caffeine in vitreous probes and epiretinal membranes, concentration of caffeine in the probes will be measuread by gas-chromatography/mass spectrometry, one hour",Vienna Institute for Research in Ocular Surgery,40,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2018-08-13
NCT04802915,Intraoperative Analysis of the Central Retina in ERF,https://clinicaltrials.gov/study/NCT04802915,UNKNOWN,Epiretinal Membrane|Macular Pucker,PROCEDURE: Intraoperative ERM and ILM staining with their assessment and removal,"ILM integrity, Visual intraoperative assessment of the ILM integrity, intraoperative|Length and localization of the ILM dialysis, Length (in degrees) and localization of the ILM dyalisis, intraoperative|ILM displacement, ILM displacement direction during the formation of detachment and divulsion., intraoperative|Occurence of ILM dyalisis, Determination of the ratio of patients with ILM dialysis to the total number of patients with ERF, intraoperative",The S.N. Fyodorov Eye Microsurgery State Institution,60,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-01-15
NCT00333203,Next Generation Ophthalmic Irrigating Solution Posterior Segment Study,https://clinicaltrials.gov/study/NCT00333203,COMPLETED,Eye Diseases,DRUG: Next Generation Ophthalmic Irrigating Solution (NGOIS)|OTHER: BSS Plus,Best-corrected logMAR visual acuity,Alcon Research,369,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE|Primary Purpose: TREATMENT,2005-10
NCT05086588,Safety and Efficacy Evaluation of Two Different Brilliant Blue G Dyes as Staining Agent in Vitreo Retinal Surgery.,https://clinicaltrials.gov/study/NCT05086588,COMPLETED,Macular Holes|Epiretinal Membrane,,"Staining Ability of ILM, Staining of ILM is assed after dye injection with choosing Excellent/Good/ Needs to Improve by surgeon, Intra-Operatively|Change from Baseline to 1 Month, 3 Months and 6 Months in CMT (Central Macular Thickness), CMT (Central Macular Thickness) in micron meters is accessed with ocular coherence tomography, Pre-Op, 1 Month, 3 Month and 6 Month|Change from Baseline to 1 Month, 3 Months and 6 Months in TMV ( Total Macular Volume), TMV ( Total Macular Volume) in cubic millimeter is accessed with ocular coherence tomography, Pre-Op, 1 Month, 3 Month and 6 Month|Change from Baseline to 1 Month, 3 Months and 6 Months in SFCT (sub foveal choroidal thickness), SFCT (sub foveal choroidal thickness) in cubic meter is accessed with ocular coherence tomography, Pre-Op, 1 Month, 3 Month and 6 Month|Change from Baseline to 1 Month, 3 Months and 6 Months in Intra-retinal cuff pathology segmentation, Intra-retinal cuff pathology segmentation in micron meter is accessed with ocular coherence tomography, Pre-Op, 1 Month, 3 Month and 6 Month|Change from Baseline to 1 Month, 3 Months and 6 Months in RNFL Thickness (Retinal Nerve Fiber Layer), RNFL Thickness (Retinal Nerve Fiber Layer) in micron meter is accessed with ocular coherence tomography, Pre-Op, 1 Month, 3 Month and 6 Month|Change from Baseline to 1 Month, 3 Months and 6 Months in Hole diameter, Hole diameter in micron meter is accessed with ocular coherence tomography, Pre-Op, 1 Month, 3 Month and 6 Month|Change from Baseline to 1 Month, 3 Months and 6 Months in Optic Disc situation, Optic Disc situation is accessed with ocular coherence tomography, Pre-Op, 1 Month, 3 Month and 6 Month|Change from Baseline to 6 Month in Foveal perfusion characteristics, Foveal perfusion characteristics are assed with FFA(Fundus Fluorescein Angiography), Pre-Op, 6 Month|Change from Baseline to 6 Month in Vascular evaluation, Vascular evaluation is assed with FFA(Fundus Fluorescein Angiography), Pre-Op, 6 Month|Change from Baseline to 6 Month in Fundus auto fluorescence (FAF), Fundus auto fluorescence (FAF) are assed with FFA(Fundus Fluorescein Angiography), Pre-Op, 6 Month|Multifocal ERG, During multifocal ERG testing, the patient views a rapidly changing sequence on the monitor. The resulting electrical activity is recorded by an electrode, then amplified and analyzed. During stimulation the hexagons on the screen independently change every 13 milliseconds. They all follow the same pseudorandom sequence, with each hexagon starting at a slightly different position in this sequence. Using a cross-correlation technique, the software determines the retinal response from each of the 103 segments of the retina., Pre-op, 1 Month, 3 Month and 6 Month|Overview of Adverse Events, An AE could be any unfavorable and unintended symptom, sign, disease or condition, or test abnormality whether or not considered related to the investigational product. A serious adverse event (SAE was an AE resulting in any of the following outcomes or deemed significant for any other reason: death; initial or prolonged hospitalization; life-threatening experience (immediate risk of dying); persistent or significant disability/incapacity; congenital anomaly. Treatment-emergent AEs (TEAE): AEs that developed/worsened during the 'on treatment period' (from first dose of study device until the end of study period). Category ""AE"" included participant with both serious and non-serious AE., Through study completion, an average of 6 Months",Dr. Lutfi Kirdar Kartal Training and Research Hospital,86,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-04-04
NCT04802265,EpiRetinal Membrane Peeling and Internal Limiting Membrane,https://clinicaltrials.gov/study/NCT04802265,TERMINATED,Epiretinal Membrane|Macular Pucker|Internal Limiting Membrane,PROCEDURE: Epiretinal membrane surgery,"Best corrected visual acuity (BCVA) (metric : LogMAR), BCVA is measured at each medical appointment. Monoyer Scale is used and results are converted in LogMAR scale., prior to surgery|Best corrected visual acuity (BCVA) (metric : LogMAR), BCVA is measured at each medical appointment. Monoyer Scale is used and results are converted in LogMAR scale., Day 180","University Hospital, Clermont-Ferrand",10,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-05-21
NCT02030262,Study of Impact of Air vs SF6 20% on Visual Acuity Improvement After Epiretinal Membrane Stripping,https://clinicaltrials.gov/study/NCT02030262,COMPLETED,Epiretinal Membrane,PROCEDURE: Epiretinal membrane peeling with fluid-air exchange|PROCEDURE: Epiretinal membrane peeling with fluid-SF6 exchange,"Visual acuity, 6 months",CHU de Quebec-Universite Laval,32,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2013-12
NCT02995746,Intravitreal Dexamethasone Implant for Persistent Macular Thickening and Edema After Vitrectomy for Epiretinal Membrane,https://clinicaltrials.gov/study/NCT02995746,TERMINATED,Macular Edema|Epiretinal Membrane|Vitrectomy,DRUG: Dexamethasone,"Mean central macular thickness (CMT) on SD-OCT at 1 month, 3 months, and 6 months after intravitreal injection of dexamethasone implant, Change in mean macular thickness baseline at 6 months",Wills Eye,3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-01-28
NCT01692938,Evaluation of the Precision of the Microperimetry Function of the Spectral OCT/SLO,https://clinicaltrials.gov/study/NCT01692938,COMPLETED,Age-Related Macular Degeneration|Geographic Atrophy|Diabetic Retinopathy|Macular Edema|Retinal Vein Occlusion|Central Serous Retinopathy|Pattern Dystrophy of Macula|Epiretinal Membrane|Macular Hole,,"Standard Deviation and Mean Test Results of Normal and With Pathology Participants Taken by 3 Different Operator-device Configurations, A precision study was conducted that used 3 devices (each with a different operator). Each device was used to measure 4 normal subjects and 4 subjects with relevant eye pathology, with a total of 24 subject eyes (12 normal, 12 with pathology) measured across all three devices. For each subject, one eye was evaluated using 3 tests with repositioning at the start of each test. Test results were given in decibels which is the unit used in microperimetry testing. Overall mean and standard deviation in decibels were calculated for the two groups: normal and with pathology., 1 Month|Repeatability of Microperimetry Tests in Normal and With Pathology Participants Based on 3 Microperimetry Tests Taken for Each Participant for a Given Operator-device Combination., A precision study was conducted that used 3 devices (each with a different operator). Each device was used to measure 4 normal subjects and 4 subjects with relevant eye pathology, with a total of 24 subject eyes (12 normal, 12 with pathology) measured across all three devices. Test results were given in decibels as that is the standard measurement in microperimetry testing. For each subject, one eye was evaluated using 3 microperimetry tests with repositioning at the start of each test. Overall Repeatability SD and Repeatability SD Limit were calculated for the two groups: normal and with pathology., 1 Month","Optos, PLC",32,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-10
NCT02413619,Refractive Consequences of Epiretinal Membrane Surgery,https://clinicaltrials.gov/study/NCT02413619,COMPLETED,Epiretinal Membrane,PROCEDURE: Vitrectomy|PROCEDURE: Cataract surgery|PROCEDURE: Combined surgery,"Refractive Error, Prediction error of intraocular lens calculation (measured in diopters), One year|Corneal endothelial count, measured in number of cells per square millimeter (mm2), One year|Macula anatomy, Macula-anatomy success of surgery, i.e. the postoperative decrease of macula thickness or postoperative macular oedema. Measured in millimeter., One year","Glostrup University Hospital, Copenhagen",62,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2014-05
NCT01474655,Retinal Layers and Visual Rehabilitation After Epiretinal Membrane Removal,https://clinicaltrials.gov/study/NCT01474655,COMPLETED,Epiretinal Membrane,PROCEDURE: Pars plana vitrectomy and removal of epiretinal membrane,"Postoperative changes in visual acuity, Changes in visual acuity (Early treatment diabetic retinopathy study score)was evaluated preoperatively and at 2-month and 6-month postoperative follow-up visits., preop, 2-month postop, 6-months postop|Postoperative changes in metamorphopsia, Changes in metamorphopsia score (M-score) was measured using M-chart and evaluated preoperatively and at 2-month and 6-month postoperative follow-up visits., preop, 2 months postop, 6 months postop|Postoperative parafoveal thickness of each retinal layer, Changes in parafoveal thickness of each retinal layer was evaluated based on spectral domain optical coherence tomography images, preop, 2 months postop, 6 months postop",Samsung Medical Center,52,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2009-09
NCT03372759,Tilt of the Intraocular Lens in Patients Undergoing Combined Phacoemulsification and Vitrectomy With Airtamponade,https://clinicaltrials.gov/study/NCT03372759,COMPLETED,Epiretinal Membrane,PROCEDURE: airtamponade|PROCEDURE: saline,"postoperative tilt of the IOL is measured with purkinjemetry, airtamponade has the potential to leave postoperative tilt of the IOL, 3 months",Vienna Institute for Research in Ocular Surgery,42,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2015-12
NCT01083056,Observational Study - ILM Peeling,https://clinicaltrials.gov/study/NCT01083056,COMPLETED,Epimacular Gliosis|Macular Hole,,"BCVA, 6 months after ILM peeling",University Hospital Tuebingen,10,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-03
NCT05138315,Quantification of Metamorphopsia in Patients With Epiretinal Membranes,https://clinicaltrials.gov/study/NCT05138315,UNKNOWN,Epiretinal Membrane,DEVICE: Metamorphopsia quantification,"Alleye App Score, The Alleye App measures the degree of metamorphopsia, the range of the Alleye App Score: 0 to 100 points, with 100 being the best achievable result, while lower values are associated with increasing degree of metamorphopsia, 5 minutes|M-chart Scores (horizontal and vertical), The M-charts measure the degree of horizontal and vertical metamorphopsia, the range of M-charts: 0 to 2.0, with higher values indicating a higher degree of metamorphopsia, 5 minutes",Vienna Institute for Research in Ocular Surgery,30,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-11-16
NCT01820520,Safety and Efficacy of Double Staining With Brilliant Blue G for Macular Surgery,https://clinicaltrials.gov/study/NCT01820520,UNKNOWN,Macular Hole|Epiretinal Membrane,DRUG: brilliant blue G,"Thickness of ganglion cell layer - inner plexiform layer measured by optical coherence tomography, Average thickness of ganglion cell layer - inner plexiform layer measured by spectral domain optical coherence tomography, 6 months|Amplitude of pattern reversal electroretinogram, Amplitude of pattern reversal electroretinogram (in microvolts), 6 months|Amplitude of b-wave of multifocal electroretinogram, Measurement of the amplitude of the b-wave of multifocal electroretinogram, 6 months",Asociación para Evitar la Ceguera en México,30,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-01
NCT02423161,PIONEER: Intraoperative and Perioperative OCT Study,https://clinicaltrials.gov/study/NCT02423161,COMPLETED,Retinal Detachment|Epiretinal Membrane|Macular Hole|Fuchs Endothelial Dystrophy,,"Feasibility of intraoperative OCT, Defined as percentage of cases where OCT was successfully able to be obtained during surgery, 3 years",The Cleveland Clinic,750,OBSERVATIONAL,Observational Model: |Time Perspective: p,2011-08
NCT02748421,Optical Coherence Tomography - Rescan During Dissection of Macular Membranes,https://clinicaltrials.gov/study/NCT02748421,UNKNOWN,Macular Hole|Epiretinal Membrane|Traction Syndrome Vitreomacular|Proliferative Vitreoretinopathy,PROCEDURE: Lumera Microscope with OCT RESCAN|PROCEDURE: Conventional Microscope,"Assess optimal maneuvers in macular membrane dissection, by a questionnaire responded by surgeons (no difficulty, some difficulty, very difficulty), Day 0 (surgical day)",Federal University of São Paulo,30,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: ",2016-05
NCT00537992,Blue-Blocking IOLs in Combined Surgery,https://clinicaltrials.gov/study/NCT00537992,COMPLETED,Epiretinal Membranes|Macular Holes|Cataract,PROCEDURE: combined surgery,intraoperative conditions for the surgeon (scaled questionnaire) and patients´ outcome,The Ludwig Boltzmann Institute of Retinology and Biomicroscopic Laser Surgery,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2004-10
NCT03927430,Surgical Outcome of Macular Membrane Peeling Associated With Significant Macular Drusen,https://clinicaltrials.gov/study/NCT03927430,COMPLETED,Epiretinal Membrane|Macular Holes|Age Related Macular Degeneration,PROCEDURE: pars plana vitrectomy with membrane peeling,"number of patients with CNV, number of patients with CNV (choroidal neovascularization) development, last visit, in common 6 months postoperatively",Klinikum Chemnitz gGmbH,40,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-01-01
NCT02406430,Prognostic Factors in Epiretinal Membrane Surgery,https://clinicaltrials.gov/study/NCT02406430,COMPLETED,Epiretinal Membranes,PROCEDURE: a combined cataract and ERM surgery,"Best corrected visual acuity, Best corrected visual acuity 1 year after the surgery, and preoperative factors associated with this visual outcome (age, duration of symptoms, initial best corrected visual acuity, and optical coherence tomography findings), 1 year after the surgery",Centre Hospitalier Universitaire Dijon,142,OBSERVATIONAL,Observational Model: |Time Perspective: p,2009-04
NCT02319655,Morphologic Changes After Membrane Peeling With Air Tamponade and Balanced Salt Solution,https://clinicaltrials.gov/study/NCT02319655,COMPLETED,Epiretinal Membrane|Macular Pucker,PROCEDURE: Air tamponade|PROCEDURE: Balanced salt solution filling,"Proportion of eyes with presence of a hyporeflective zone on the 7th postoperative day on OCT scan, An expert in the field of reading retinal OCT scans will assess whether or not a hyporeflective zone on the 7th postoperative day is visible on the OCT scan, 7 days postoperatively","Prim. Prof. Dr. Oliver Findl, MBA",85,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2014-06
NCT01481987,Microperimetry and Optical Coherence Tomography (OCT) in Idiopathic Epiretinal Membrane,https://clinicaltrials.gov/study/NCT01481987,COMPLETED,Epiretinal Membrane,PROCEDURE: Epiretinal Membrane Surgical treatment,"Macular sensitivity, The objective of this study was to assess macular function by measuring its sensitivity using microperimetry in patients with idiopathic ERM every three months up to one year. We compared the results of macular sensitivity to the best-corrected visual acuity (BCVA) and the OCT data to better understand the structure-function relationship., 12 months",Centre Hospitalier Universitaire Dijon,76,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2011-01
NCT05710458,"Performance Comparison of the 25 Gauge 20,000cpm HYPERVIT Dual Blade vs. 10,000cpm ULTRAVIT Vitrectomy Cutter",https://clinicaltrials.gov/study/NCT05710458,COMPLETED,Vitrectomy|Epiretinal Membrane|Macular Hole|Vitreous Hemorrhage|Retinal Detachment,"DEVICE: 25 gauge 20,000 cpm Hypervit Dual Blade|DEVICE: 25 gauge 10,000 cpm Ultravit Vitrectomy Cutter","Duration of Core vitrectomy, Measurement of core vitrectomy duration by Constellation Vision System, intraoperative (From the moment probe enter into the eye till performing the air/fluid exchange to complete the vitrectomy)",The University of Hong Kong,72,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2021-07-01
NCT04346095,Oral Sedation in Vitreoretinal Surgery,https://clinicaltrials.gov/study/NCT04346095,UNKNOWN,Macular Holes|Intraocular Lens Opacification|Vitrectomy|Vitreous Hemorrhage|Retinal Detachment|Epiretinal Membrane|Vitreous Detachment|Intraocular Lens Dislocation,DRUG: Oral Sedatives with or Without Analgesia|DRUG: Intravenous Sedatives with or Without Analgesia,"Patient satisfaction: scale, The patient will complete a survey at the one-day post-operative appointment. The survey consists of statements regarding the surgical procedure and experience with a scale of 1 to 6 demonstrating the patient's agreement or disagreement with the statement. Additional questions regarding the surgery and not using the 1 to 6 model will also be asked in the same survey. There will be 14 questions in the 1-6 scale portion of the survey and 4 additional questions. After all questions have been answered, the scaled questions will be analyzed for an average score out of 6 per patient. Additional questions will be analyzed by percentage of each answer. The scaled questions will be used to determine the non-inferiority of the experimental treatment. Additional questions will not be included in the non-inferiority analysis but results will be included in the study., A patient satisfaction survey will be completed at the one-day post operative appointment.","Rocky Vista University, LLC",80,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-06
NCT00555269,Membrane Blue Versus Infracyanine Green,https://clinicaltrials.gov/study/NCT00555269,COMPLETED,Macular Pucker|Macular Hole,,"Visual acuity, macular thickness and peripheral visual field",The Ludwig Boltzmann Institute of Retinology and Biomicroscopic Laser Surgery,30,OBSERVATIONAL,Observational Model: |Time Perspective: p,2004-10
NCT02146144,"Prospective, Single-blind Study Assessing the Benefit/Risk Ratio of Internal Limiting Membrane (ILM) Peeling During Epimacular Membrane (EMM) Surgery (Peeling)",https://clinicaltrials.gov/study/NCT02146144,COMPLETED,Idiopathic Epimacular Membrane,PROCEDURE: ILM Peeling,"the difference in microscotomas between the inclusion visit and the visit at 6 months after surgery., Analysis of the primary endpoint: the main criterion is the difference between the number of microscotomas measured before surgery and the number of microscotomas measured at 6 months (number between 0 and 29).

The mean difference will be calculated in each of two groups and compared using a mixed model of linear regression to take into account the stratification of the randomization at the center (the center will be considered as a random effect), 6 months",Nantes University Hospital,213,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2014-09-09
NCT05747144,Multimodal Imaging in Vitreo-retinal Surgery and Macular Dystrophies,https://clinicaltrials.gov/study/NCT05747144,RECRUITING,Macular Holes|Epiretinal Membrane|Retinal Detachment|Macular Dystrophies,DIAGNOSTIC_TEST: Biometry|DIAGNOSTIC_TEST: Retinography (Color) + Autofluorescence (AF)|DIAGNOSTIC_TEST: OCT B-scan and OCT angiography (OCTA)|DIAGNOSTIC_TEST: Microperimetry|DIAGNOSTIC_TEST: Electrophysiological exams,"Predictivity of morphological-functional radiomic data, Rate of predictivity of morphological-functional radiomic data to establish the grade of recovery in the post-operative period by means of an artificial intelligence (AI) machine learning model., 3 years",Fondazione Policlinico Universitario Agostino Gemelli IRCCS,100,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-01-15
NCT00818844,Role of Nepafenac in Reducing Macular Volume After Epiretinal Membrane Surgery,https://clinicaltrials.gov/study/NCT00818844,COMPLETED,Epiretinal Membrane,DRUG: Nepafenac 0.1%|OTHER: BSS,"Macular thickness, Macular thickness as measured by SD-OCT, 12 weeks post operative",Alcon Research,40,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2009-01
NCT04404296,"Pars Plana Vitrectomy With 25-gauge 20000 Cpm, Bevel-tip Cutter",https://clinicaltrials.gov/study/NCT04404296,UNKNOWN,Vitrectomy|Retinal Detachment|Vitreous Hemorrhage|Macular Holes|Epiretinal Membrane|Dislocated Intraocular Lens Into Vitreous|Retained Lens Fragments,"DEVICE: 25-gauge, bevel-tip, 20000 cut per minute pars plana vitrectomy","Operative time: Total, From insertion of first trocar to removal of last trocar, measured in seconds using stopwatch, 6 months",Peregrine Eye and Laser Institute,50,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-04-01
NCT03329976,Validation of a Prognostic Score for Good Visual Recovery at One Year Following Combined Surgery for Cataract and Idiopathic Epiretinal Membrane,https://clinicaltrials.gov/study/NCT03329976,RECRUITING,Surgery for Cataract|Surgery for and Idiopathic Epiretinal Membrane,OTHER: measurement of visual acuity,"scale of monoyer at 5 meter, over the 12 months of follow-up",Centre Hospitalier Universitaire Dijon,450,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-04-03
NCT02210481,The Role of Intravitreal Glucose in Macular Thinning Following Surgery for Retinal Detachment or Epimacular Membrane,https://clinicaltrials.gov/study/NCT02210481,COMPLETED,Vitrectomy|Macular Thinning,,"macular thickness measured by OCT, 3 months post-operatively",CHU de Reims,60,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-02
NCT01630876,Outcomes of Vitrectomy Combined With Subtenon Triamcinolone Injection for the Idiopathic Epiretinal Membrane,https://clinicaltrials.gov/study/NCT01630876,UNKNOWN,Epiretinal Membrane,PROCEDURE: Vitrectomy only group|PROCEDURE: Combined therapy group,"Changes of best corrected visual acuity and central retinal thickness, Changes of best corrected visual acuity and central retinal thickness on optical coherence tomography (OCT) at baseline and 1, 3, 6 months after injection, 6 months",Yeungnam University College of Medicine,50,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2012-01
NCT05287269,Ocular Coherence Tomography During Cataract Assessment,https://clinicaltrials.gov/study/NCT05287269,COMPLETED,Cataract Senile|Macula Hole|Epiretinal Membrane|Age Related Macular Degeneration|Vitreomacular Traction,DIAGNOSTIC_TEST: Ocular Coherence Tomography,"Incidence of occult macular pathologies in the eye referred for cataract surgery, Comparison of slitlamp biomicroscopy fundus finding with ocular coherence tomography (OCT) scan of the macula, During the cataract assessment clinic",Brighton and Sussex University Hospitals NHS Trust,626,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-11-02
NCT02836210,"27-gauge Vitrectomy Wound Integrity: a Prospective, Randomized Trial Comparing Angled Versus Straight Entry",https://clinicaltrials.gov/study/NCT02836210,COMPLETED,Epiretinal Membrane,DEVICE: 27-gauge vitrectomy wound construction,"Rate of sclerotomy site suturing and suture bleb formation, Minimum follow-up 30 days.",Wills Eye,30,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: ",2015-05
NCT03457584,Effect of Air-tamponade on Intraretinal Cystoid Changes After Membrane Peeling,https://clinicaltrials.gov/study/NCT03457584,COMPLETED,Epiretinal Membrane,PROCEDURE: air arm|PROCEDURE: BSS arm,"resorption of intraretinal cystoid changes after surgery, occurrence of intraretinal cystoid changes will be diagnosed by OCT, 3 months",Vienna Institute for Research in Ocular Surgery,96,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2017-11-01
NCT03404323,"""Cataract Surgery in Eyes With Epiretinal Membrane""",https://clinicaltrials.gov/study/NCT03404323,COMPLETED,Epiretinal Membrane|Pseudophakic Cystoid Macular Edema|Irvine-Gass Syndrome|Cataract,,"central macular thickness, Central 1-millimeter and 3-milimeter retinal thickness, Change from Baseline central macular thickness at 3 months","St John of God Hospital, Vienna",30,OBSERVATIONAL,Observational Model: |Time Perspective: p,2015-07-01
NCT02691429,Applicability of the Acai Fruit (Euterpe Oleracea) Dye for Chromovitrectomy in Humans,https://clinicaltrials.gov/study/NCT02691429,COMPLETED,Epiretinal Membrane|Macular Hole|Diabetic Retinopathy,OTHER: Acai dye 10%,"ocular inflammation, signs of ocular inflammation, up to 30 days",Federal University of São Paulo,24,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: OTHER",2016-02
NCT00974753,Prophylactic Ketorolac Post Epiretinal Membrane Surgery,https://clinicaltrials.gov/study/NCT00974753,COMPLETED,Macular Edema,DRUG: Ketorolac 0.5%|OTHER: Saline drops,"Change in macular volume from baseline., Before surgery, at 1 week, 1 month, and 1 year after surgery.",Queen's University,18,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2010-03
NCT02693353,Epiretinal Membrane and Pseudophakic Cystoid Macular Edema,https://clinicaltrials.gov/study/NCT02693353,TERMINATED,Macular Edema|Epiretinal Membrane,,"Cystoid Macular Edema diagnosed by OCT, Within 90 days post op",Loma Linda University,52,OBSERVATIONAL,Observational Model: |Time Perspective: p,2016-02
NCT00851760,Epiretinal Macular Membrane and Cataract Extraction,https://clinicaltrials.gov/study/NCT00851760,COMPLETED,Epiretinal Macular Membrane|Cataract Extraction,PROCEDURE: Consecutive surgery|PROCEDURE: Combined surgery,Combined and consecutive surgeries are effective procedures to treat idiopathic ERM. The functional and anatomical results are equivalent in both procedures.,Centre Hospitalier Universitaire Dijon,174,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2005-01
