NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT01041690,Efficacy of PreOperative Bevacizumab for Diabetic Eye Disease,https://clinicaltrials.gov/study/NCT01041690,COMPLETED,Proliferative Diabetic Retinopathy,DRUG: Bevacizumab,"Intra- and post-operative bleedings were recorded., 3 months",Cairo University,19,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-06
NCT03665090,Shanghai Cohort Study of Diabetic Eye Disease,https://clinicaltrials.gov/study/NCT03665090,UNKNOWN,Diabetic Macular Edema of Both Eyes (Diagnosis)|Diabetic Retinopathy Visually Threatening,BEHAVIORAL: Diabetic eye disease screening,"Prevalence and incidence rate of diabetic eye disease, SCODE was performed to evaluate the prevalence and rate of new cases of diabetic eye disease, especially DR, in a three-year community-based cohort study for the people with diabetes, and to identify the associated factors related with diabetic eye disease., December 31, 2018",Shanghai Eye Disease Prevention and Treatment Center,8000,OBSERVATIONAL,Observational Model: |Time Perspective: p,2016-01-01
NCT00711490,Sirolimus to Treat Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00711490,COMPLETED,Diabetic Retinopathy,DRUG: Sirolimus,"Change in Visual Acuity From Baseline to 6 Months, Visual acuity was measured using the Early Treatment Diabetic Retinopathy Study (ETDRS) protocol. This acuity is measured as letters read on an ETDRS eye chart and the letters read equate to Snellen measurements. For example, if a participant reads between 84 and 88 letters the Snellen measurement is 20/20., 6 months",National Eye Institute (NEI),5,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-07
NCT00442156,The Course of Response to Focal Photocoagulation for DME,https://clinicaltrials.gov/study/NCT00442156,COMPLETED,Diabetic Retinopathy|Diabetic Macular Edema,PROCEDURE: Laser photocoagulation,"OCT-measured retinal thickness and visual acuity, 16 weeks",Jaeb Center for Health Research,122,OBSERVATIONAL,Observational Model: |Time Perspective: p,2007-01
NCT03956797,Long Term Safety of Cooling Anesthesia for Intravitreal Injection,https://clinicaltrials.gov/study/NCT03956797,COMPLETED,"Anesthesia, Local|Intravitreal Injection|Macular Edema|Macular Degeneration|Diabetic Retinopathy|Diabetic Macular Edema",DEVICE: Recens Cooling Anesthesia Device,"Pain of Intravitreal Injection: VAS, Pain of intravitreal injection as measured by 10-point visual analog scale (VAS) (0 meaning no pain, 10 meaning the most severe pain)., Immediately after injection|Incidence of Anesthesia-Related Adverse Events, % of patients that experience cooling anesthesia device-related adverse events, as assessed by anterior segment and posterior segment examination., 30 minutes after injection","Recens Medical, Inc.",80,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2019-04-15
NCT01934556,A Safety and Efficacy Trial of a Treat and Extend Protocol Using Ranibizumab With and Without Laser Photocoagulation for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01934556,COMPLETED,Diabetic Macular Edema,DRUG: Ranibizumab 0.3 mg intravitreal injection|DEVICE: Guided Laser Photocoagulation,"Mean Change in Vision at 24 Months, Mean change in ETDRS (Early Treatment in Diabetic Retinopathy Study) visual acuity at 24 months (week 92-week 107) from Day 0. Visual function of the study eye was assessed using the ETDRS protocol, which is a widely accepted international standard. A higher letter score represents better functioning"", 2 Years","Palmetto Retina Center, LLC",150,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: TREATMENT,2013-11
NCT03927690,Multiple Dose Safety and Efficacy of LKA651 in Patients With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03927690,COMPLETED,Diabetic Macular Edema,DRUG: LKA651|DRUG: Lucentis,"Number of Participants With Adverse Events, An AE is any untoward medical occurrence (e.g., any unfavorable and unintended sign \[including abnormal laboratory findings\], symptom or disease) in a patient or clinical investigation patient.

The severity of the AEs (mild, moderate, severe) was based on the Common Terminology Criteria for Adverse Events (CTCAE).

Number of participants in each category is reported in the table. A participant who falls multiple times in one category is counted only once., Adverse events are reported from first dose of study treatment until end of study treatment plus 12 weeks post treatment, up to a maximum timeframe of approximately 24 weeks (approximately 168 days).|Number of Participants With Ocular Adverse Events by Preferred Term in Study Eye, An AE is any untoward medical occurrence (e.g., any unfavorable and unintended sign \[including abnormal laboratory findings\], symptom or disease) in a patient or clinical investigation patient., Adverse events are reported from first dose of study treatment until end of study treatment plus 12 weeks post treatment, up to a maximum timeframe of approximately 24 weeks (approximately 168 days).|Number of Participants With Non-ocular Adverse Events (>=2%), An AE is any untoward medical occurrence (e.g., any unfavorable and unintended sign \[including abnormal laboratory findings\], symptom or disease) in a patient or clinical investigation patient., Adverse events are reported from first dose of study treatment until end of study treatment plus 12 weeks post treatment, up to a maximum timeframe of approximately 24 weeks (approximately 168 days).|Intraocular Pressure (IOP) in Study Eye, Intraocular pressure was measured per the study site's regular practice., Screening, and Day 85|Best Corrected Visual Acuity (BCVA) by Early Treatment Diabetic Retinopathy Study (ETDRS) Visual Acuity Charts in Study Eye, BCVA was assessed using Early Treatment Diabetic Retinopathy Study (ETDRS) visual acuity testing charts.

Visual function of the study eye was assessed using the ETDRS protocol.

BCVA in study eye was analyzed with a mixed model for repeated measures. The model included treatment, visit, and the treatment by visit interaction as independent variables. An unstructured residual covariance structure was used. Baseline BCVA value and treatment naïve and treatment experienced variable were used as covariates.

Min and max possible scores are 0-100 respectively. A higher score represents better visual functioning., Days 2, 8, 15, 29, 43, 57, and 85|Inner Macular Thickness (Inferior), Macular thickness was measured by spectral domain optical coherence tomography (SD-OCT)., Week 12 (Day 85)|Inner Macular Thickness (Temporal), Macular thickness was measured by spectral domain optical coherence tomography (SD-OCT)., Week 12 (Day 85)|Outer Macular Thickness (Inferior), Macular thickness was measured by spectral domain optical coherence tomography (SD-OCT)., Week 12 (Day 85)|Outer Macular Thickness (Temporal), Macular thickness was measured by spectral domain optical coherence tomography (SD-OCT)., Week 12 (Day 85)|Number of Participants Without Changes in Foveal Avascular Zone as Measured by Fluorescein Angiography (FA) in Study Eye, Foveal avascular zone was assessed by fluorescein angiography (FA)., Days 29, 57, 85, End of Study (Up to Day 140)|Mixed Model Repeated Measures Analysis of Ratio to Baseline in Central Subfield Retinal Thickness (CSFT) in the Study Eye, Central subfield thickness was measured by spectral domain optical coherence tomography (SD-OCT). Central subfield retinal thickness was analyzed with a mixed model for repeated measures. The model included treatment, visit, and the treatment by visit interaction as independent variables. An unstructured residual covariance structure was used. Log-transformed baseline central subfield retinal thickness and treatment naïve and treatment experienced variable were used as covariates. Results were back-transformed to show results as a ratio to baseline., Days 8, 15, 29, 43, 57, 85",Novartis Pharmaceuticals,91,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-05-24
NCT05344690,SLMAP and EPO Genetic Polymorphism in Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT05344690,RECRUITING,Diabetic Retinopathy,GENETIC: SLMAP and EPO genetic polymorphism,"Association of SLMAP gene polymorphism and the risk of confirmed diabetic retinopathy diagnosis, the odds ratio of being diagnosed with diabetic retinopathy in those with SLMAP rs17058639 single nucleotide polymorphism compared to wild type, At baseline (upon confirmed diagnosis of diabetic retinopathy)|Association of EPO gene polymorphism and the risk of confirmed diabetic retinopathy diagnosis, The odds ratio of being diagnosed with diabetic retinopathy in those with EPO rs551238 single nucleotide polymorphism compared to wild type, At baseline (upon confirmed diagnosis of diabetic retinopathy)",Ain Shams University,180,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-05-20
NCT01689090,Diameter Changes of Retinal Vessels During Hypoxia,https://clinicaltrials.gov/study/NCT01689090,COMPLETED,Diabetes Mellitus Type 1|Diabetic Maculopathy,OTHER: COX inhibitor|OTHER: L-NG-monomethyl arginine citrate|OTHER: COX inhibitor + L-NG-monomethyl arginine citrate,"Diameter changes of retinal vessels, Comparing the differences of diameter changes occuring during each of the interventions., Examination day 1 and 2",University of Aarhus,58,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2012-11
NCT01635790,Comparing the Effectiveness and Costs of Bevacizumab to Ranibizumab in Patients With Diabetic Macular Edema (BRDME),https://clinicaltrials.gov/study/NCT01635790,UNKNOWN,Diabetic Macular Edema,DRUG: Ranibizumab|DRUG: Bevacizumab,"Best Corrected Visual Acuity, Primary outcome measure will be the change in best-corrected visual acuity (BCVA) in the study eye from baseline to month 6., 6 months",Prof. dr. R.O. Schlingemann,246,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2012-06
NCT04856397,Ozurdex in Suboptimal Diabetic Macular Edema Patients,https://clinicaltrials.gov/study/NCT04856397,UNKNOWN,Diabetic Macular Edema,DRUG: Intravitreal Implant in Applicator|DRUG: Eylea,"Visual acuity, best corrected visual acuity (BCVA), 1 year",Uptown Eye Specialists,200,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-05-25
NCT04058067,To Compare Brolucizumab to Aflibercept in Chinese Patients With Visual Impairment Due to Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04058067,COMPLETED,Diabetic Macular Edema,DRUG: Brolucizumab|DRUG: Aflibercept,"Change in best-corrected visual acuity (BCVA), To demonstrate that brolucizumab is non-inferior to aflibercept with respect to the visual outcome, Baseline to Week 52",Novartis Pharmaceuticals,263,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-08-23
NCT02555956,Grid Laser for Diffuse Diabetic Maculopathy,https://clinicaltrials.gov/study/NCT02555956,COMPLETED,Diabetic Macular Edema,,"Improvement of visual acuity after grid laser, Visual acuity will be mesured pre laser and 06 weeks post laser, 6 week",Dow University of Health Sciences,50,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-04
NCT03784443,Combined Ranibizumab and Iluvien for Diabetic Macular Oedema,https://clinicaltrials.gov/study/NCT03784443,WITHDRAWN,Diabetic Macular Edema|Diabetes,DRUG: Iluvien 0.19 MG Drug Implant|DRUG: Ranibizumab Injection [Lucentis]|PROCEDURE: Sham Intravitreal Injection,"Number of Lucentis Injections received in the study eye, The total number of Lucentis injections needed over 24 months following the intravitreal injection PRN protocol, 24 months",Imperial College London,0,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-09-01
NCT02511067,Ranibizumab for Edema of the mAcula in Diabetes: Protocol 4 With Tocilizumab: The READ-4 Study,https://clinicaltrials.gov/study/NCT02511067,WITHDRAWN,Diabetic Macular Edema,DRUG: Tocilizumab|DRUG: Ranibizumab,"Adverse Events, To evaluate the safety of IV infusions of tocilizumab in treatment of subjects with diabetic macular edema (DME) as monotherapy and in combination with Ranibizumab, 6 months|Anatomic Retinal Changes, To evaluate the percentage change in central retinal thickness (CRT) from Baseline to Month 6 in the study eye as assessed by spectral domain-optical coherence tomography (SD-OCT)., Month 6",University of Nebraska,0,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2016-10-01
NCT01946997,Evaluation of the Retina of Subjects Without Diabetes Mellitus and Subjects With Diabetes Mellitus Without Diabetic Retinopathy Using Optical Coherence Tomography,https://clinicaltrials.gov/study/NCT01946997,COMPLETED,Diabetic Retinopathy,OTHER: OCT Imaging both Normal and diabetic groups,"Normative retinal thickness data for comparison, Normative retinal thickness data for comparison, one year",Johns Hopkins University,200,OBSERVATIONAL,Observational Model: |Time Perspective: p,2006-07
NCT02121197,Retrospective Trial on the Efficacy and Safety of Intravitreal Ozurdex in Patients With Diabetic Macular Edema.,https://clinicaltrials.gov/study/NCT02121197,COMPLETED,Diabetic Macular Edema,DRUG: Ozurdex,"Percentage of patients with Best Corrected Visual Acuity (BCVA) from baseline to 4 - 6 months after last injection, with comparison between early (<9 month duration of DME) vs late (≥9 month duration of DME), and naïve vs previously treated patients., Percentage of patients with Best Corrected Visual Acuity (BCVA) from baseline to 4 - 6 months after last injection, with comparison between early (\<9 month duration of DME) vs late (≥9 month duration of DME), and naïve vs previously treated patients., 6 month",Association for Innovation and Biomedical Research on Light and Image,321,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-08
NCT03345667,Assessment of Color Vision in Diabetic Patients,https://clinicaltrials.gov/study/NCT03345667,COMPLETED,"Retinopathy, Diabetic",DRUG: lucentis,"Assessment of color vision in diabetic patients before and after the use of anti-vegf in the treatment of diabetic macular edema, Using the Ishihara's test to analise the possible loss of vision, 3 months",Instituto de Olhos de Goiania,30,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-08-01
NCT05746975,Diabetic Retinopathy Classification: ETDRS 7-fields vs Widefield Imaging (ClarusDR),https://clinicaltrials.gov/study/NCT05746975,RECRUITING,"Retinopathy, Diabetic",,"ETDRS severity level according to the Early Treatment Diabetic Retinopathy Study - Diabetic Retinopathy Severity Scale (ETDRS-DRSS)., Compare DR severity level between the ETDRS 7-fields imaging and the wide-field imaging techniques: Clarus 500TM and OptosTM. The ETDRS - DRSS goes from level 10 - no presence of DR to level 75 - Severe proliferative DR, 12 months|One or more than 2-steps change on ETDRS - DRSS severity level, Compare ETDRS -DRSS between the two imaging techniques and evaluate the presence of 1 step or more than 2 steps difference between ETDRS 7-fields imaging and the wide-field imaging techniques: Clarus 500TM and OptosTM, 12 months|Peripheral DR lesions characterization, Investigate the peripheral area and analyze the presence, distribution, and severity of peripheral DR lesions, in wide-field images: Clarus 500TM and OptosTM.

Presence and distribution of lesions in the periphery will be evaluated as 1) Not observed; 2) predominantly observed outside ETDRS fields; 3) Uniformly distributed within and outside ETDRS fields. 4) Ungradable.

Severity of the peripheral lesions will be evaluated using the same ETDRS-DRSS scale described above and will vary between level 35 and level 65.

Also, it will then be compared with the ETDRS 7-field area and graded as less, equivalent or greater than the observed inside ETDRS 7-fields area., 12 months",Association for Innovation and Biomedical Research on Light and Image,80,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-04-03
NCT04601675,Diabetic Macular Edema (DME) Treatment With Ranibizumab and Dexamethasone or Ranibizumab Only.,https://clinicaltrials.gov/study/NCT04601675,UNKNOWN,Macular Edema,DRUG: Ranibizumab Ophthalmic and Intravitreal Dexamethasone|DRUG: Ranibizumab Ophthalmic only,"Mean change in monocular BCVA in the treatment eye, Monocular BCVA in the treatment eye is assessed by using ETDRS visual acuity charts at 4 meters at baseline (pre-treatment) and 1 week, 1month, 2 months, 3 months, and 6 months after treatment., Baseline, 1 week, 1month, 2 months, 3 months, and 6 months.|Mean change in binocular BCVA, Binocular BCVA is assessed by using ETDRS visual acuity charts at 4 meters at baseline (pre-treatment) and 1 week, 1month, 2 months, 3 months, and 6 months after treatment., Baseline, 1 week, 1month, 2 months, 3 months, and 6 months.",He Eye Hospital,100,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-10-31
NCT00000154,Diabetic Retinopathy Vitrectomy Study (DRVS),https://clinicaltrials.gov/study/NCT00000154,COMPLETED,Diabetic Retinopathy|Retinal Detachment|Vitreous Hemorrhage,PROCEDURE: Vitrectomy,,National Eye Institute (NEI),,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: |Masking: |Primary Purpose: TREATMENT,1976-10
NCT00417833,Multifocal Electrophysiologic Findings After Intravitreal Bevacizumab(Avastin)Treatment,https://clinicaltrials.gov/study/NCT00417833,COMPLETED,Diabetic Proliferative Retinopathy|Vascular Vein Oclussion|Choroidal Neovascularization,DRUG: Intravitreal Bevacizumab,,Asociación para Evitar la Ceguera en México,,INTERVENTIONAL,"Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: ",2005-12
NCT01728883,Diabetic Retinopathy And the Myvisiontrack® (DRAMA) Study,https://clinicaltrials.gov/study/NCT01728883,COMPLETED,Diabetic Retinopathy|Diabetic Macular Edema,DEVICE: Home vision monitoring using myVisionTrack®,"Test efficacy of the test algorithm improvements, To test the efficacy of test algorithm improvements and usability enhancements on the overall rate of patient compliance and on test-retest variability., Twelve months",Vital Art and Science Incorporated,60,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-04
NCT02634333,Anti-VEGF Treatment for Prevention of PDR/DME,https://clinicaltrials.gov/study/NCT02634333,COMPLETED,Diabetic Retinopathy|Diabetic Macular Edema,PROCEDURE: Prompt Sham|DRUG: Prompt aflibercept|PROCEDURE: Deferred laser|DRUG: Deferred aflibercept,"Development of PDR and/or DME (Whichever Came First), CI-DME = center-involved diabetic macular edema, PDR = proliferative diabetic macular edema. First development of criteria meeting end point. Eyes that met any criteria are then censored from contributing to the next criteria. Eyes that did not meet the outcome were censored at the time of the last completed visit. Each outcome appears only once under ""First PDR and/or DME criteria met."" Outcomes appear under ""Development of PDR"" if PDR developed at any time in the study (regardless of if or when DME developed) and outcomes appear under ""Development of DME"" if DME developed at any time in the study (regardless of if or when PDR developed), 2 years|Change in Visual Acuity From Baseline, Visual acuity is measured as a continuous integer letter score from 0 to 100, with higher numbers indicating better visual acuity. A letter score of 85 is approximately 20/20 and a letter score of 70 is approximately 20/40, the legal unrestricted driving limit in most states. A 5-letter change for an individual is approximately equal to a 1-line change on a vision chart., 2 years",Jaeb Center for Health Research,399,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2016-01
NCT00385333,Metabolic Mapping to Measure Retinal Metabolism,https://clinicaltrials.gov/study/NCT00385333,COMPLETED,Macular Degeneration|Diabetic Retinopathy|Hippel-Landau Disease|Mitochondria,PROCEDURE: Feasibility Study - Imaging System,Fluorescence anisotropy,National Eye Institute (NEI),28,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2006-09-29
NCT03635814,The Study to YD312 Tablet in Patients With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03635814,UNKNOWN,Diabetic Macular Edema(DME),DRUG: YD312 50mg|DRUG: YD312 150mg|DRUG: YD312 350mg|DRUG: Placebo,"Change in ETDRS BCVA latter score from baseline at Week 12 ( ETDRS chart reading at least 3 letters), BCVA ERDRS measure at V1(screening), V2(baseline,week0), V3(week4), V4(week8), V5(week12)","YD Global Life Science Co., Ltd.",100,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2017-10-19
NCT01876914,Pilot Study of OCT Versus Fluorescein Angiography in DME,https://clinicaltrials.gov/study/NCT01876914,COMPLETED,Diabetic Macular Edema,,"Total retinal blood flow & visual acuity, Total retinal blood flow, as measured by Doppler OCT, is correlated with visual acuity and the area of macular ischemia as evaluated by FA. This will be performed by the following analysis:

1. Pearson's correlation test of total retinal blood flow with logMAR visual acuity;
2. Pearson's correlation test of total retinal blood flow with the area of macular ischemia on FA., 1 year",Oregon Health and Science University,20,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-06
NCT05387837,"A Study to Evaluate the Safety, Tolerability and Pharmacokinetics of D-4517.2 After Subcutaneous Administration in Subjects With Neovascular (Wet) Age-Related Macular Degeneration (AMD) or Subjects With Diabetic Macular Edema (DME)",https://clinicaltrials.gov/study/NCT05387837,RECRUITING,Neovascular Age-related Macular Degeneration|Diabetic Macular Edema,DRUG: D-4517.2,"Number of participants with Treatment-Emergent Adverse Events [Safety], Safety of single dose of D-4517.2 as measured by treatment-related adverse events as assessed by CTCAE v5.0, Safety and tolerability of a single SC dose of D-4517.2 at 26 weeks","Ashvattha Therapeutics, Inc.",30,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-08-31
NCT00718614,Choroidal Blood Flow Changes During Dark/Light Transitions in Patients With Insulin-dependent Diabetes Mellitus (IDDM),https://clinicaltrials.gov/study/NCT00718614,TERMINATED,"Diabetes Mellitus, Type 1|Diabetic Retinopathy",PROCEDURE: Light will be switched from 0.5µW/cm2/sr to 115µW/cm2/sr.,"fundus pulsation amplitude, 3 hours|choroidal blood flow, 3 hours",Medical University of Vienna,80,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2007-06
NCT01769183,Squalamine for the Treatment in Proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT01769183,COMPLETED,Retinal Neovascularization,DRUG: Squalamine Lactate ophthalmic solution 0.2%,"Proportion with complete regression of neovascularization on fundus photography at one month, 1 Month",Elman Retina Group,6,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-02
NCT00411333,Vascular Remodeling and the Effects of Angiogenic Inhibition in Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT00411333,COMPLETED,Diabetic Retinopathy,DRUG: triamcinolone acetonide (Kenalog),Change in retinal vascular density from baseline on fluorescein angiography,National Eye Institute (NEI),100,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2006-07
NCT04603937,"A Study to Evaluate the Efficacy, Durability, and Safety of KSI-301 Compared to Aflibercept in Participants With Diabetic Macular Edema (DME)",https://clinicaltrials.gov/study/NCT04603937,TERMINATED,Diabetic Macular Edema,DRUG: KSI-301|DRUG: Aflibercept|OTHER: Sham Procedure,"Non-inferiority of KSI-301 to Aflibercept measured by changes in BCVA., Demonstrate that KSI-301 5 mg is non-inferior to aflibercept 2 mg with respect to mean change in best corrected visual acuity (BCVA)., Day 1 to Year 1",Kodiak Sciences Inc,459,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-30
NCT03403283,Dyslipidemia and Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT03403283,RECRUITING,Diabetic Retinopathy|Dyslipidemia,"OTHER: 15 subjects with Non Proliferative Diabetic Retinopathy(mild, moderate and severe). 15 subjects with Proliferative Diabetic Retinopathy|OTHER: Healthy Controls 15 age matched control subjects","Increase in acid sphingomyelinase (ASM) expression and activity in bone marrow-derived endothelial progenitor cells (EPCs), Peripheral blood of 150 cc, about 8-10 tablespoons will be collected from vein in the arm of both diabetic and control subjects, 3 years",University of Alabama at Birmingham,45,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-01
NCT00001733,Screening for Studies on Retinovascular Diseases,https://clinicaltrials.gov/study/NCT00001733,COMPLETED,Diabetic Retinopathy|Macular Degeneration|Pathologic Neovascularization|Retinal Disease,,,National Eye Institute (NEI),2000,OBSERVATIONAL,Observational Model: |Time Perspective: p,1998-03-06
NCT04018833,Intravitreal Ranibizumab or Aflibercept After Bevacizumab in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04018833,COMPLETED,Diabetic Macular Edema|Diabetic Retinopathy,DRUG: Ranibizumab 0.5 MG/0.05 ML Intraocular Solution [LUCENTIS]|DRUG: Aflibercept 40 MG/ML Intraocular Solution [EYLEA],"Anatomical change, The central foveal thickness (CFT), measured by Optical Coherence Tomography, was automatically measured by the software in the central 1 mm. A CFT \<250 µm or \>300 µm is considered pathological. A CFT between 200 and 300 µm is considered physiological. CFT has no defined minimum or maximum values.

Since patients with diabetic macular edema usually have CFT \>300 µm the goal of treatment is to lower the CFT to values between 200 and 300 µm. A clinical significant anatomical improvement was considered for a change in CFT≥10%., Immediately before switch (one month after last bevacizumab intravitreal injection); 4 months after switch. Minimum of three intravitreal injections before and after switch.|Functional change, Functional change was measure by the Early Treatment Diabetic Retinopathy Scale (ETDRS) which measures the best-corrected visual acuity with an ETDRS-like chart at 4 meters in number letters or at 1 meter when patients are unable to read any letters on the ETDRS chart at 4 meters. The ETDRS scale varies from 1 to 85 letters (85 letters correspond to a 20/20 in the Snellen scale).

The higher the value the better the outcome. A clinical significant functional improvement was considered for a gain of ≥5 EDTRS letters., Immediately before switch (one month after last bevacizumab intravitreal injection); 4 months after switch. Minimum of three intravitreal injections before and after switch.",Bernardete Pessoa MD,40,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-01-01
NCT04624737,Intelligent Evaluation of Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT04624737,RECRUITING,Diabetic Retinopathy,,"Progression to severe retinopathy, Progression towards severe diabetic retinopathy form., month 12",Assistance Publique - Hôpitaux de Paris,5000,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-12-21
NCT02579837,CLEAR SIGHT: A Trial of Non-Mydriatic Ultra-Widefield Retinal Imaging to Screen for Diabetic Eye Disease,https://clinicaltrials.gov/study/NCT02579837,COMPLETED,Diabetes Mellitus|Diabetic Retinopathy,DEVICE: Optos 200Tx|DEVICE: Zeiss Cirrus,"Proportion of participants with Actionable Eye Disease (AED), Usual Screening Group: AED will be based upon DR grading and the disposition recommendation as that information is provided on the exam report from the participant's usual eye care professional. Any one of the following will be considered indicative of AED if noted on the report: a) moderate or severe non-proliferative DR; b) any proliferative DR; c) clinically significant macular edema (CSME); d) referral to an ophthalmologist; e) recommendation for re-examination in \<12 months.

On-Site Screening Group: AED will be based on interpretation of non-mydriatic UWF images by a retinal specialist where AED will require at least 1 finding of: DR (intra-retinal microvascular abnormalities or venous beading \>/= 2 quadrants, neovascularization elsewhere, neovascularization of the disc, vitreous hemorrhage) or diabetic maculopathy (microaneurysms, retinal hemorrhages or exudates within 1 disc diameter of the fovea), within 12 months of randomization","Western University, Canada",742,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,2016-03
NCT01478737,Intravitreal Ozurdex After Pars Plana Vitrectomy for Proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT01478737,UNKNOWN,Proliferative Diabetic Retinopathy,DRUG: Intravitreal dexamethasone implant|PROCEDURE: Vitrectomy,"Reoperation, The proportion of patients that, due to re-bleeding within 12 months, have a second PPV, 12 months",Anders Kvanta,100,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2011-11
NCT02464800,Efficacy of Higher Cutting Rate in Microincision Vitrectomy for Proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT02464800,COMPLETED,Proliferative Diabetic Retinopathy,PROCEDURE: Vitrectomy for proliferative diabetic retinopathy,"Visual acuity, 6 months",Kyorin University,326,OBSERVATIONAL,Observational Model: |Time Perspective: p,2007-04
