NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT03660371,ILM Peeling in PDR Patients Undergoing PPV for VH,https://clinicaltrials.gov/study/NCT03660371,COMPLETED,Diabetic Retinopathy|Macular Edema,PROCEDURE: PPV/MP|PROCEDURE: PPV without MP,"BCVA, best-corrected visual acuity, 6 months",Rush Eye Associates,258,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2018-09-04
NCT01640171,Anesthesia Preference for Intravitreal Injection: Topical or Subconjunctival,https://clinicaltrials.gov/study/NCT01640171,COMPLETED,Age-related Macular Degeneration|Central Retinal Vein Occlusion|Diabetic Macular Edema,PROCEDURE: Xylocaine 2% Injectable Anesthetic|DRUG: Proparacaine Hydrochloride 0.5% Drop|DRUG: Tetravisc 0.5% Gel|DRUG: Acuvail|DRUG: Intra-vitreal Anti-VEGF Drug,"Number of Participants Who Preferred Subconjunctival Anesthetic at the Third Follow-up Visit, Participants received anesthetic over several treatment visits. They were allowed to change there preference at each visit. The final outcome was the preference indicated at the third follow-up visit., up to 6 months",Retina Vitreous Associates of Florida,57,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2012-07
NCT03608839,"Effect of Dexamethasone on Reduction of Macular Thickness in Diabetic Patients, a Randomized Clinical Trial",https://clinicaltrials.gov/study/NCT03608839,COMPLETED,Diabetic Macular Edema,"DRUG: Intravitreous Dexamethasone Solution 4mg/ml - vol 0,01 ml|DRUG: Intravitreous Dexamethasone Solution 4mg/ml - vol 0,03 ml|DRUG: Intravitreous Dexamethasone Solution 4mg/ml - vol 0,05 ml","Macular Thickness at 3 Days After Intravitreous Dexamethasone, Measure macular thickness at 3 days after intravitreous dexamethasone with OCT - unit µm, Three days after intravitreous dexamethasone",Universidade Federal de Pernambuco,27,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2016-05-01
NCT01918371,A Retrospective Study of Anti-Vascular Endothelial Growth Factor (VEGF) Injections for Retinal Vein Occlusion or Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01918371,COMPLETED,Retinal Vein Occlusion|Macular Edema,DRUG: Anti-VEGF,"Percentage of Participants With Best Corrected Visual Acuity (BCVA) of 20/40 or Better and Central Retinal Thickness (CRT) ≤250 µm on Time Domain (TD) Optical Coherence Tomography (OCT) or ≤300 µm on Spectral Domain (SD) OCT Up to Injection 2, BCVA was assessed using the Snellen eye chart converted to Early Treatment Diabetic Retinopathy Study number of lines ranging from 0 (worst) to 20 (best). 20/40 or better is equivalent to 14 or more lines read correctly. CRT was measured using OCT, a laser based non-invasive diagnostic system providing high-resolution imaging sections of the retina performed in the study eye after pupil dilation., Up to Time of Injection 2 (Up to 4 Years)|Percentage of Participants With Best Corrected Visual Acuity (BCVA) of 20/40 or Better and Central Retinal Thickness (CRT) ≤250 µm on Time Domain (TD) Optical Coherence Tomography (OCT) or ≤300 µm on Spectral Domain (SD) OCT Up to Injection 3, BCVA was assessed using the Snellen eye chart converted to Early Treatment Diabetic Retinopathy Study number of lines ranging from 0 (worst) to 20 (best). 20/40 or better is equivalent to 14 or more lines read correctly. CRT was measured using OCT, a laser based non-invasive diagnostic system providing high-resolution imaging sections of the retina performed in the study eye after pupil dilation., Up to Time of Injection 3 (Up to 4 Years)|Percentage of Participants With Best Corrected Visual Acuity (BCVA) of 20/40 or Better and Central Retinal Thickness (CRT) ≤250 µm on Time Domain (TD) Optical Coherence Tomography (OCT) or ≤300 µm on Spectral Domain (SD) OCT Up to Injection 4, BCVA was assessed using the Snellen eye chart converted to Early Treatment Diabetic Retinopathy Study number of lines ranging from 0 (worst) to 20 (best). 20/40 or better is equivalent to 14 or more lines read correctly. CRT was measured using OCT, a laser based non-invasive diagnostic system providing high-resolution imaging sections of the retina performed in the study eye after pupil dilation., Up to Time of Injection 4 (Up to 4 Years)|Percentage of Participants With Best Corrected Visual Acuity (BCVA) of 20/40 or Better and Central Retinal Thickness (CRT) ≤250 µm on Time Domain (TD) Optical Coherence Tomography (OCT) or ≤300 µm on Spectral Domain (SD) OCT Up to Injection 5, BCVA was assessed using the Snellen eye chart converted to Early Treatment Diabetic Retinopathy Study number of lines ranging from 0 (worst) to 20 (best). 20/40 or better is equivalent to 14 or more lines read correctly. CRT was measured using OCT, a laser based non-invasive diagnostic system providing high-resolution imaging sections of the retina performed in the study eye after pupil dilation., Up to Time of Injection 5 (Up to 4 Years)|Percentage of Participants With Best Corrected Visual Acuity (BCVA) of 20/40 or Better and Central Retinal Thickness (CRT) ≤250 µm on Time Domain (TD) Optical Coherence Tomography (OCT) or ≤300 µm on Spectral Domain (SD) OCT Up to Injection 6, BCVA was assessed using the Snellen eye chart converted to Early Treatment Diabetic Retinopathy Study number of lines ranging from 0 (worst) to 20 (best). 20/40 or better is equivalent to 14 or more lines read correctly. CRT was measured using OCT, a laser based non-invasive diagnostic system providing high-resolution imaging sections of the retina performed in the study eye after pupil dilation., Up to Time of Injection 6 (Up to 4 Years)|Percentage of Participants With Best Corrected Visual Acuity (BCVA) of 20/40 or Better and Central Retinal Thickness (CRT) ≤250 µm on Time Domain (TD) Optical Coherence Tomography (OCT) or ≤300 µm on Spectral Domain (SD) OCT Up to Injection 7, BCVA was assessed using the Snellen eye chart converted to Early Treatment Diabetic Retinopathy Study number of lines ranging from 0 (worst) to 20 (best). 20/40 or better is equivalent to 14 or more lines read correctly. CRT was measured using OCT, a laser based non-invasive diagnostic system providing high-resolution imaging sections of the retina performed in the study eye after pupil dilation., Up to Time of Injection 7 (Up to 4 Years)|Percentage of Participants With Best Corrected Visual Acuity (BCVA) of 20/40 or Better and Central Retinal Thickness (CRT) ≤250 µm on Time Domain (TD) Optical Coherence Tomography (OCT) or ≤300 µm on Spectral Domain (SD) OCT Up to Injection 8, BCVA was assessed using the Snellen eye chart converted to Early Treatment Diabetic Retinopathy Study number of lines ranging from 0 (worst) to 20 (best). 20/40 or better is equivalent to 14 or more lines read correctly. CRT was measured using OCT, a laser based non-invasive diagnostic system providing high-resolution imaging sections of the retina performed in the study eye after pupil dilation., Up to Time of Injection 8 (Up to 4 Years)|Percentage of Participants With Best Corrected Visual Acuity (BCVA) of 20/40 or Better and Central Retinal Thickness (CRT) ≤250 µm on Time Domain (TD) Optical Coherence Tomography (OCT) or ≤300 µm on Spectral Domain (SD) OCT Up to Injection 9, BCVA was assessed using the Snellen eye chart converted to Early Treatment Diabetic Retinopathy Study number of lines ranging from 0 (worst) to 20 (best). 20/40 or better is equivalent to 14 or more lines read correctly. CRT was measured using OCT, a laser based non-invasive diagnostic system providing high-resolution imaging sections of the retina performed in the study eye after pupil dilation., Up to Time of Injection 9 (Up to 4 Years)|Percentage of Participants With Best Corrected Visual Acuity (BCVA) of 20/40 or Better and Central Retinal Thickness (CRT) ≤250 µm on Time Domain (TD) Optical Coherence Tomography (OCT) or ≤300 µm on Spectral Domain (SD) OCT Up to Injection 10, BCVA was assessed using the Snellen eye chart converted to Early Treatment Diabetic Retinopathy Study number of lines ranging from 0 (worst) to 20 (best). 20/40 or better is equivalent to 14 or more lines read correctly. CRT was measured using OCT, a laser based non-invasive diagnostic system providing high-resolution imaging sections of the retina performed in the study eye after pupil dilation., Up to Time of Injection 10 (Up to 4 Years)|Percentage of Participants With Best Corrected Visual Acuity (BCVA) of 20/40 or Better and Central Retinal Thickness (CRT) ≤250 µm on Time Domain (TD) Optical Coherence Tomography (OCT) or ≤300 µm on Spectral Domain (SD) OCT Up to Injection 11, BCVA was assessed using the Snellen eye chart converted to Early Treatment Diabetic Retinopathy Study number of lines ranging from 0 (worst) to 20 (best). 20/40 or better is equivalent to 14 or more lines read correctly. CRT was measured using OCT, a laser based non-invasive diagnostic system providing high-resolution imaging sections of the retina performed in the study eye after pupil dilation., Up to Time of Injection 11 (Up to 4 Years)",Allergan,323,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-08-02
NCT05752045,OphtAI Diagnostic Performance Validation for Automated Screening of Eye Diseases,https://clinicaltrials.gov/study/NCT05752045,RECRUITING,Diabetic Retinopathy|Diabetic Macular Edema|Age-Related Macular Degeneration|Age-related Maculopathy|Glaucoma,DEVICE: Eye Fundus Double Capture for Eye Diseases Screening with OphtAI Medical Device,"Referable Diabetic Retinopathy screening sensitivity/specificity, Referable Diabetic Retinopathy screening sensitivity/specificity evaluation (OphtAI software vs Expert reader) for RDR-EOphtha and RDR-OphDiaT_full algorithms, 1 year",Evolucare Technologies,1389,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,2023-06-28
NCT02651168,Predictors of Treatment Response to Aflibercept and Aqueous Cytokine Levels in Patients With Persistent Diabetic Macular Edema Following Treatment With Ranibizumab: An Interventional Prospective Study,https://clinicaltrials.gov/study/NCT02651168,UNKNOWN,Diabetic Macular Edema,BIOLOGICAL: aflibercept,"Change in cytokine levels (picograms per mL) in patients with DME who were previously non-responders to ranibizumab (non-responders) between baseline aflibercept injection., 1month, 2 months, 3 months",Unity Health Toronto,50,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-03
NCT03821168,The Effect of Intravitreal Erythropoietin Injection for Refractive Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03821168,UNKNOWN,Refractory Diabetic Macular Edema,DRUG: injection of bevacizumab and erythropoietin|DRUG: injection of bevacizumab,"best corrected visual acuity, Snellen chart, 1 month",Shahid Beheshti University of Medical Sciences,58,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-03-01
NCT01934920,Identifying Patients With Unrecognized Treatable Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01934920,UNKNOWN,Diabetic Macular Edema,,"Assess the incidence of new and/or undiagnosed diabetic macular edema., This trial will assess the incidence of new and/or undiagnosed diabetic macular edema (DME) in diabetic patients that undergo a DME screening exam. The screening exam will consist of medical history, Electronic ETDRS visual acuity assessment, SD-OCT and color fundus photography, 1 day (Patients are only seen once for assessments)",Elman Retina Group,500,OBSERVATIONAL,Observational Model: |Time Perspective: p,2016-08
NCT00333671,Quantification of Rising the Osmotic Pressure in Diabetic Intraretinal Fluid Accumulation (Diabetic Macular Oedema),https://clinicaltrials.gov/study/NCT00333671,COMPLETED,Diabetic Macular Oedema,DRUG: Glycerol,"Retinal thickness by fast retinal thickness mapping by optical coherence tomography at times 0, 2, 4, 8, 10, 15, 20, 30, 60, 90, 120 and 180 minutes after the last swallow of glycerol.","Glostrup University Hospital, Copenhagen",15,INTERVENTIONAL,Allocation: |Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2004-12
NCT01510691,Vitrectomy Retinal Oxygenation,https://clinicaltrials.gov/study/NCT01510691,WITHDRAWN,Diabetic Macular Edema,,"Clinical Data, Visus, OCT, 6 months|Blood Flow Data, Oxygenation of retinal blood vessles and retinal blood flow, 6 months",Stefan Sacu,0,OBSERVATIONAL,Observational Model: |Time Perspective: p,2011-10
NCT00936520,SAR 1118 in Human Subjects Undergoing Pars Plana Vitrectomy,https://clinicaltrials.gov/study/NCT00936520,TERMINATED,Diabetic Macular Edema (DME)|Pars Plana Vitrectomy,DRUG: SAR 1118 0.1%|DRUG: SAR 1118 1.0%|DRUG: SAR 1118 5.0%,"Primary outcome variable: frequency of ocular and non-ocular adverse events judged related to administration of SAR 1118 Ophthalmic Solution, or of inability to tolerate the medication., 35 days",Johns Hopkins University,30,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2009-08
NCT05712720,Study to Evaluate the Efficacy and Safety of RZ402 in Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT05712720,ACTIVE_NOT_RECRUITING,Diabetic Macular Edema,DRUG: Experimental: Group 1|DRUG: Experimental: Group 2|DRUG: Experimental: Group 3|OTHER: Placebo: Group 4,"Safety Events, Incidence of Adverse Events (AEs) and Serious Adverse Events (SAEs), 16 weeks|Change in Central Subfield Thickness, Change from baseline in Central Subfield Thickness (CST), as measured by Spectral Domain Ocular Coherence Tomography (SD-OCT), compared to placebo., 12 weeks",Rezolute,100,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-02-06
NCT04137120,Study to Gather Information on the Safety and Use of Aflibercept Injections Into the Eye for the Treatment of Eye Disorders in Mexican Routine Clinical Practice,https://clinicaltrials.gov/study/NCT04137120,COMPLETED,Retinal Disease,"DRUG: Aflibercept (BAY86-5321, Eylea)","Number of ocular adverse events, Up to 12 months|Number of serious ocular adverse events, Up to 12 months|Seriousness reason for ocular adverse events, Seriousness reasons may be death, life-threatening character of event, hospitalization or prolongation of hospitalization, congenital anomaly/ birth defect, persistent or significant impairment, or medical relevance of adverse event., Up to 12 months|Severity of ocular adverse events, The severity of adverse events is classified as mild, moderate or severe by treating physician., Up to 12 months|Number of treatment-related ocular adverse events, Up to 12 months|Number of injection-related ocular adverse events, Up to 12 months|Action taken with drug after ocular adverse event, Options: Withdrawn, Interrupted, Injection schedule changed, Injection schedule not changed, Up to 12 months|Clinical outcome of ocular adverse event, Options: Resolved, Resolving, Resolved with sequelae, Not resolved, Fatal, Unknown, Up to 12 months|Duration of ocular adverse events, Up to 12 months|Duration of patient follow-up after ocular adverse event (in months), Up to 12 months|Number of non-ocular adverse events, Up to 12 months|Number of serious non-ocular adverse events, Up to 12 months|Seriousness reason for non-ocular adverse events, Seriousness reasons may be death, life-threatening character of event, hospitalization or prolongation of hospitalization, congenital anomaly/ birth defect, persistent or significant impairment, or medical relevance of adverse event., Up to 12 months|Severity of non-ocular adverse events, The severity of adverse events is classified as mild, moderate or severe by treating physician., Up to 12 months|Number of treatment-related non-ocular adverse events, Up to 12 months|Number of injection-related non-ocular adverse events, Up to 12 months|Action taken with drug after non-ocular adverse event, Options: Withdrawn, Interrupted, Injection schedule changed, Injection schedule not changed, Up to 12 months|Clinical outcome of non-ocular adverse event, Options: Resolved, Resolving, Resolved with sequelae, Not resolved, Fatal, Unknown, Up to 12 months|Duration of non-ocular adverse events, Up to 12 months|Duration of patient follow-up after non-ocular adverse event (in months), Up to 12 months",Bayer,73,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-02-19
NCT02366468,Study of Efficacy of Ranibizumab in Different Regimens in Patients With Diabetic Macula Edema,https://clinicaltrials.gov/study/NCT02366468,COMPLETED,Diabetic Retinopathy,DRUG: ranibizumab 0.5 mg,"Mean Average Change From Baseline in Best Corrected Visual Acuity (BCVA) of the Study Eye From Month 1 to Study Treatment Completion (Month 12), BCVA was assessed as letters read using Early Treatment Diabetic Retinopathy Study (ETDRS) charts. The mean average change from baseline was defined as the difference between the average level of BCVA (ETDRS letters) over all post-baseline assessments from Month 1 to Month 12. A positive change represents an improvement in visual acuity, Baseline, Month 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11 and 12",Novartis Pharmaceuticals,135,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2015-02-23
NCT03622593,A Study to Evaluate the Efficacy and Safety of Faricimab (RO6867461) in Participants With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03622593,COMPLETED,Diabetic Macular Edema,DRUG: Aflibercept|DRUG: Faricimab|PROCEDURE: Sham Procedure,"Change From Baseline in BCVA in the Study Eye Averaged Over Weeks 48, 52, and 56, ITT and Treatment-Naive Populations, Best Corrected Visual Acuity (BCVA) was measured on the Early Treatment Diabetic Retinopathy Study (ETDRS) chart at a starting distance of 4 meters. The BCVA letter score ranges from 0 to 100 (best score), and a gain in BCVA letter score from baseline indicates an improvement in visual acuity. For the Mixed Model for Repeated Measures (MMRM) analysis, the model adjusted for treatment arm, visit, visit-by-treatment arm interaction, baseline BCVA (continuous), baseline BCVA (\<64 vs. ≥64 letters), prior intravitreal anti-VEGF therapy (yes vs. no), and region of enrollment. An unstructured covariance structure was used. Treatment policy strategy (i.e., all observed values used) and hypothetical strategy (i.e., all values censored after the occurrence of the intercurrent event) were applied to non-COVID-19 related and COVID-19 related intercurrent events, respectively. Missing data were implicitly imputed by MMRM. Invalid BCVA values were excluded. 97.5% CI is a rounding of 97.52% CI., From Baseline through Week 56",Hoffmann-La Roche,951,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2018-10-09
NCT00886808,Safety Study of iCo-007 Intravitreal Injection to Treat Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00886808,COMPLETED,Diffuse Diabetic Macular Edema,DRUG: iCo-007 Intravitreal Injection,"Safety and tolerability of 4 dose levels of intravitreal administration of iCo-007., At multiple points after injection up to and including 6 months",iCo Therapeutics Inc.,15,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-02
NCT01994291,"A Phase 2, Multi-Center Study To Compare The Efficacy And Safety Of A Chemokine CCR2/5 Receptor Antagonist With Ranibizumab In Adults With Diabetic Macular Edema",https://clinicaltrials.gov/study/NCT01994291,TERMINATED,"Macular Edema, Diabetic",DRUG: Ranibizumab|DRUG: Placebo|DRUG: PF-04634817|DRUG: Masked Sham Therapy,"Mean Letter Change From Baseline at Week 12 in Best Corrected Visual Acuity (BCVA), Refraction and visual acuity were assessed through the BCVA obtained using the retro illuminated early treatment diabetic retinopathy study (ETDRS) charts. Distance visual acuity was expressed as an ETDRS score (number of letters correctly read)., Baseline (Day 0) and Week 12",Pfizer,199,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2013-11
NCT04739306,Study to Compare Efficacy and Safety of CT-P42 in Comparison With Eylea in Patients With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04739306,COMPLETED,Diabetic Macular Edema (DME),BIOLOGICAL: CT-P42|BIOLOGICAL: Eylea,"Mean Change From Baseline in Best Corrected Visual Acuity (BCVA) at Week 8, Mean change from baseline in BCVA as assessed by Early Treatment Diabetic Retinopathy Study (ETDRS) letters at week 8.

Subjects with a BCVA ETDRS letter score of 73 to 34 (= Acuity of 20/40 to 20/200) in the study eye at Screening and Day 1 were included. Visual acuity of the study eye was assessed using the ETDRS charts; a higher score represents better functioning., Baseline and Week 8",Celltrion,348,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-07-22
NCT02217306,Contrast Sensitivity and Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02217306,COMPLETED,DIABETES MELLITUS|DIABETIC RETINOPATHY|MACULAR EDEMA,,"Contrast Sensitivity, Diabetic patients who are attended at Ophthalmology service in a general hospital undergo to contrast sensitivity test evaluating all frequency by software with 5 spacial frequency (1.5, 3, 6, 12 and 18 cycle grade, Stereoptical Co 1996) in the Visual Basic program., up to 8 months",Hospital Juarez de Mexico,132,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-01
NCT03762226,Influence of Systemic Parameters in Diabetic Macular Edema - LIPSIA Study,https://clinicaltrials.gov/study/NCT03762226,UNKNOWN,Diabetic Macular Edema|Macular Edema|Retinal Vein Occlusion,DRUG: Anti-VEGF,"Correlation of systemic factors on functional and anatomical outcome at month 6., Correlation between blood pressure and serological Parameters at baseline and visual acuity/central subfield thickness at month 6., 6 months",University of Leipzig,100,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-09-01
NCT05476926,A Real-World Study to Gain Clinical Insights Into Roche Ophthalmology Products,https://clinicaltrials.gov/study/NCT05476926,RECRUITING,Neovascular Age-related Macular Degeneration|Diabetic Macular Edema,DRUG: Faricimab|COMBINATION_PRODUCT: Port Delivery System with Ranibizumab,"Change in Visual Acuity per Eye from Baseline at 1 Year, per Approved Retinal Indication and Product, Visual acuity will be collected as measured per local practice and then will be converted to the approximate ETDRS letter score., Baseline and 1 year",Hoffmann-La Roche,5000,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-11-21
NCT03598205,Curcumin and Intravitreal Dexamethasone in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03598205,COMPLETED,Diabetic Macular Edema,COMBINATION_PRODUCT: DIABEC plus intravitreal dexamethazone,"Mean difference in CRT from baseline to 6 months, To explore the effect of curcumin formulation in addition to intravitreal dexamethasone therapy on OCT central retinal thickness after 6 months of therapy, 6 months","Fondazione G.B. Bietti, IRCCS",72,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2018-02-05
NCT03161652,Effect of Levosulpiride on Retinal Alterations in Patients With Diabetic Retinopathy and Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03161652,RECRUITING,Diabetic Macular Edema|Diabetic Retinopathy,DRUG: DME lactose pill|DRUG: DME levosulpiride|DRUG: DR lactose pill|DRUG: DR levosulpiride|DRUG: DR vitrectomy lactose pill|DRUG: DR vitrectomy levosulpiride|DRUG: DME plus ranibizumab lactose pill|DRUG: DME plus ranibizumab levosulpiride,"Visual acuity, Number of letters recognized in the Early Treatment Diabetic Retinopathy Study (ETDRS) chart test after correcting for any refractive error (myopia, hyperopia, or astigmatism), 5 minutes|Retinal thickness, Retinal thickness is evaluated by non-invasive optical coherence tomography (OCT) imaging via qualitative and quantitative analyses. For qualitative analyses, OCT images approaching the histological level of retinal morphology are interpreted based on normal and diseased features (hyper-reflective or hypo-reflective lesions, shadowing, and anatomical changes). Quantitative analysis evaluates retinal reflective signals and their correlation with retinal morphology by computer image-processing algorithms (retinal thickness map, volume, area, 1, 3, and 6 mm ETDRS circle diameters)., Pupils are dilated (eye drops) for 10 to 15 minutes and optical coherence tomography (OCT) images recorded during 5 minutes.|Retinal hard exudates and hemorrhages, Number, size, and location of retinal hard exudates and hemorrhages evaluated by indirect ophthalmoscopy, Pupils are dilated (eye drops) for 10 to 15 minutes and fundus images recorded during 5 minutes|Retinal microaneurisms, leakage area, cotton-wool spots, venous beading, microvascular and vascular abnormalities, Location, intensity, and source of above alterations evaluated by fundus fluorescein angiography imaging qualitative and quantitative analysis of hyper-fluorescent or hypo-fluorescent regions., Pupils are dilated (eye drops) for 10 to 15 minutes and fundus images recorded before and at different times (0.5 to 5 minutes) after fluorescein injection.|Prolactin serum levels, ng/ml levels of prolactin quantified in serum samples using the IMMULITE 2000 XPi immunoassay system, 1-2 minutes (duration of blood withdrawal)|Prolactin vitreous levels, ng/ml levels of prolactin quantified in vitreous samples using the IMMULITE 2000 XPi immunoassay system, 2 minutes (duration of vitreous withdrawal during medically prescribed vitrectomy)|Vasoinhibin vitreous levels, Optical density values of vasoinhibins obtained by the immunoprecipitation-Western blot analysis of vitreous samples, 2 minutes (duration of vitreous withdrawal during medically prescribed vitrectomy)",Carmen Clapp,120,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2017-05-24
NCT00133952,Effect of Ruboxistaurin on Clinically Significant Macular Edema,https://clinicaltrials.gov/study/NCT00133952,COMPLETED,Diabetic Macular Edema,DRUG: Ruboxistaurin|DRUG: Placebo,"Percentage of Participants With Sustained Moderate Visual Loss (SMVL) Any Time Baseline Through Month 48, SMVL is defined as a 15 letter or more decrease from baseline in best-corrected Early Treatment Diabetic Retinopathy Study (ETDRS) visual acuity that is sustained for the participant's last 6 months of study participation. ETDRS visual acuity uses an eye chart with 5 letters per line. The scores range from 0 (no letters read correctly) to 100 (all letters read correctly)., Baseline through 48 months","Chromaderm, Inc.",309,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2005-08
