NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT02941263,Natural History of Geographic Atrophy Associated With Age-Related Macular Degeneration,https://clinicaltrials.gov/study/NCT02941263,RECRUITING,Age-Related Macular Degeneration,,"The primary outcome is the difference in the mean rate of change in area of GA in the study eye based on digital grading of FAF images by an external Reading Center., Difference in the mean rate of change in area of GA in the study eye based on digital grading of FAF images by an external Reading Center., Calculated 45 months as compared to baseline",National Eye Institute (NEI),25,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-03-08
NCT01627249,"Comparative Effectiveness Study of Intravitreal Aflibercept, Bevacizumab, and Ranibizumab for Diabetic Macular Edema",https://clinicaltrials.gov/study/NCT01627249,COMPLETED,Diabetic Macular Edema,DRUG: 2.0 mg intravitreal aflibercept|DRUG: 1.25 mg intravitreal bevacizumab|DRUG: 0.3 mg intravitreal ranibizumab,"Overall Change in Electronic Early Treatment Diabetic Retinopathy Study Visual Acuity Letter Score From Baseline to 1-year, Visual Acuity was measured with the Electronic Early Treatment Study (E-ETDRS) visual acuity test. Unit of measure is based on the E-ETDRS letter score scale, 0-97, where 0 = worst and 97 = best., Baseline to 1-year|Change in Electronic Early Treatment Diabetic Retinopathy Study Visual Acuity Letter Score From Baseline to 1-year: Baseline Visual Acuity Letter Score <69, Visual Acuity was measured with the Electronic Early Treatment Study (E-ETDRS) visual acuity test. Unit of measure is based on the E-ETDRS letter score scale, 0-97, where 0 = worst and 97 = best., Baseline to 1-year|Change in Electronic Early Treatment Diabetic Retinopathy Study Visual Acuity Letter Score From Baseline to 1-year: Baseline Visual Acuity Letter Score 78-69, Visual Acuity was measured with the Electronic Early Treatment Study (E-ETDRS) visual acuity test. Unit of measure is based on the E-ETDRS letter score scale, 0-97, where 0 = worst and 97 = best., Baseline to 1-year",Jaeb Center for Health Research,660,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2012-08
NCT01698749,"Effect of Intravitreal Long Acting Dexamethasone Implant, Ozurdex in Patients With Diabetic Macular Edema",https://clinicaltrials.gov/study/NCT01698749,COMPLETED,"Diabetic Macular Edema|Macular Edema, Cystoid|Vision Disorders|Clinically Significant Macular Edema",DRUG: long acting intravitreal dexamethasone implant,"change in central macular thickness, The primary outcome is the change in the central macular thickness, either an increase or decrease, as measured by optical coherence tomography as compared to baseline central macular thickness, Baseline and 6 months",Postgraduate Institute of Medical Education and Research,61,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2011-12
NCT05282004,Study of the Safety of Use of Intravitreal SOK583A1 Provided in a Vial Kit,https://clinicaltrials.gov/study/NCT05282004,COMPLETED,Neovascular Age-related Macular Degeneration (nAMD),DRUG: SOK583A1,"Number of Participants With Ocular Treatment Emergent Adverse Events, Number of participants with ocular treatment emergent adverse events were reported., 31 days|Number of Participants With Non-ocular Treatment Emergent Adverse Events, Number of participants with non-ocular treatment emergent adverse events were reported., 31 days",Sandoz,36,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-05-16
NCT00403026,Intravitreal Bevacizumab for Retinal Disorders,https://clinicaltrials.gov/study/NCT00403026,UNKNOWN,Wet AMD|Macular Oedema|Proliferative Diabetic Retinopathy,DRUG: Bevacizumab ( Avastin),"Vision change|Anatomical changes (Regression of NVE, CNVM, reduction in macular thickness)|Electrophysiological changes (ERG, VEP)",Narayana Nethralaya,150,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-08
NCT02228304,Study of the Intravitreal Implantation of NT-503-3 Encapsulated Cell Technology (ECT) for the Treatment of Recurrent Choroidal Neovascularization (CNV) Secondary to Age-related Macular Degeneration (AMD),https://clinicaltrials.gov/study/NCT02228304,TERMINATED,Macular Degeneration,DRUG: NT-503-3 ECT implantation|DRUG: Eylea® injected intravitreally administered every 8 weeks,"Percentage of patients with less than a 3-line loss of BCVA in ETDRS letters, Week 52 and Week 108",Neurotech Pharmaceuticals,42,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-09
NCT00782717,A Clinical Safety and Efficacy Comparison of NEVANAC 0.1% to Vehicle After Cataract Surgery in Diabetic Retinopathy Patients,https://clinicaltrials.gov/study/NCT00782717,COMPLETED,Macular Edema,"DRUG: Nepafenac ophthalmic suspension, 0.1% (NEVANAC)|OTHER: Nepafenac ophthalmic suspension vehicle|DRUG: Prednisolone acetate ophthalmic suspension (OMNIPRED)","Percent of Patients Who Developed Macular Edema (ME) Within 90 Days Following Cataract Surgery, Macular edema (thickening of the center of the back of the eye) was defined as 30% or greater increase from pre-operative baseline measurement in central subfield macular thickness as measured using Optical Coherence Tomography(OCT)., 3 Months",Alcon Research,263,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2008-11
NCT05187104,Treatment of Age-related Macular Degeneration Using Retinal Stem and Progenitor Cells,https://clinicaltrials.gov/study/NCT05187104,ENROLLING_BY_INVITATION,Age-Related Macular Degeneration,BIOLOGICAL: Cultured retinal stem and progenitor cells|OTHER: Standard treatment according to the clinical protocols,"Visual acuity, Determination of visual acuity after the therapy, 1 month|Visual acuity, Determination of visual acuity after the therapy, 1 year|Adverse effects associated with the therapy, Determination of adverse effects associated with the therapy, 1 month|Adverse effects associated with the therapy, Determination of adverse effects associated with the therapy, 1 year",Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,20,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-03-01
NCT04101604,Biomarkers of Common Eye Diseases,https://clinicaltrials.gov/study/NCT04101604,UNKNOWN,Uveitis|Diabetic Retinopathy|Age-related Macular Degeneration|Polypoidal Choroidal Vasculopathy|VKH Syndrome|Behçet Disease,OTHER: Collection of blood samples,"Peripheral blood mononuclear cell (PBMC) signatures, PBMC signatures, derived from single cell sequencing and mass spectrometry, will be compared for the same patient before and after treatment, among patients of different symptoms and severity measures, and also between patients and healthy subjects. Upon these comparisons, biomarkers will be established for the patient population., 1 year",Sun Yat-sen University,220,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-09-26
NCT02875704,"Oxidative Stress In Stargardt Disease, Age Related Macular Degeneration and Diabetic Retinopathy",https://clinicaltrials.gov/study/NCT02875704,TERMINATED,Stargardt Disease|Diabetic Retinopathy|Macular Degeneration (Age Related),OTHER: Anterior Chamber (AC) Tap,"Aqueous levels of oxidized adducts on protein (i.e. oxidative biomarker) in patients with stargardt disease, AMD, DR and controls, Baseline = Day of clinic visit for stargardt disease, AMD, DR patients and day of surgery for patients undergoing cataract surgery. No follow up is required., Baseline",Johns Hopkins University,77,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-01-03
NCT03571217,Shanghai Beixinjing Diabetic Eyes Study,https://clinicaltrials.gov/study/NCT03571217,RECRUITING,Diabetic Retinopathy|Visual Impairment|Diabetic Maculopathy,,"Diabetic retinopathy, The DR grades are according to the well-accepted ''International Clinical Diabetic Retinopathy and Diabetic Macular Edema Disease Severity Scale'', December 31，2024|mild visual impairment, Mild visual impairment was present if BCVA was \< 20/25 but ≥ 20/63., December 31，2024|macular choriocapillaris vessel density(MCVD), macular choriocapillaris vessel density, December 31，2024|glycosylated hemoglobin, This test measures the average blood sugar control for the previous three months or so., December 31，2024|retinal thickness (RT), Retinal thickness was defined as the distance from the internal limiting membrane to the interface of the photoreceptor outer segments and retinal pigment epithelium., December 31，2024|choroidal thickness (CT), Choroidal thickness was measured from the outer border of the RPE to the inner border of the choroidoscleral interface., December 31，2024",Shanghai Eye Disease Prevention and Treatment Center,2500,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-10-01
NCT00280826,Efalizumab to Treat Uveitis,https://clinicaltrials.gov/study/NCT00280826,COMPLETED,Uveitis|Macular Edema,DRUG: Efalizumab,"Number of Participants With Systemic Toxicities, Adverse Events, or Infections, Safety outcomes were recorded by observing and tabulating the nature, severity and frequency of systemic toxicities, adverse events and infections throughout the study. Safety assessments were made by the investigators continuously during the study, with a review of the previous visit interval performed at each scheduled visit. Each participant was also encouraged to report any apparent adverse events between scheduled visits and could return for additional evaluations or treatment between scheduled visits if needed., 16 weeks",National Eye Institute (NEI),6,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-01
NCT00665106,"Safety and Tolerability of NOVA63035 ""Corticosteroid"" in Patients With Diabetic Macular Edema Secondary to Diabetic Retinopathy",https://clinicaltrials.gov/study/NCT00665106,COMPLETED,Diabetic Macular Edema,"DRUG: NOVA63035 ""Corticosteroid""","Ocular safety, Over one year",Santen SAS,20,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2008-04
NCT04505306,Short-pulse Subthreshold vs Infrared Micropulse for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04505306,COMPLETED,Diabetic Macular Edema,PROCEDURE: Macular Laser,"Central foveal thickness, All patients had central retinal thickness measurement using spectral-domain optical coherence tomography (SD-OCT)(Spectralis, Heidelberg Engineering, Heidelberg, Germany). The SD-OCT B-scan was based on the Spectralis macular raster consisting of 19 horizontals 6 millimeter line scans and a real-time eye tracking system., 6 months|Best corrected visual acuity, ETDRS visual acuity charts, 6 months",Moorfields Eye Hospital Centre Abu Dhabi,113,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2015-01-01
NCT04418427,ADVM-022 Intravitreal Gene Therapy for DME,https://clinicaltrials.gov/study/NCT04418427,COMPLETED,Diabetic Macular Edema|Diabetic Retinopathy,BIOLOGICAL: 6E11 vg/eye of ADVM-022|BIOLOGICAL: 2E11 vg/eye of ADVM-022|BIOLOGICAL: Aflibercept,"Time to worsening of DME disease activity in the study eye., Time to worsening of DME disease activity in the study eye., 96 weeks","Adverum Biotechnologies, Inc.",36,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-28
NCT01632527,Study of Human Central Nervous System Stem Cells (HuCNS-SC) in Age-Related Macular Degeneration (AMD),https://clinicaltrials.gov/study/NCT01632527,COMPLETED,Age Related Macular Degeneration|Macular Degeneration|AMD,DRUG: HuCNS-SC cells,"Number of subjects with adverse events, Descriptive analysis of frequency and types of adverse events experienced by each subject during the study period., One year following transplant surgery","StemCells, Inc.",15,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2012-06
NCT00804206,Comparison of the Effects of Bevacizumab Before vs After Pattern Panretinal Photocoagulation,https://clinicaltrials.gov/study/NCT00804206,UNKNOWN,Macular Edema,DRUG: bevacizumab|DRUG: bevacizumab,"Central macular thickness, baseline, 10 days, 52 days, 85 days",Asociación para Evitar la Ceguera en México,15,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-07
NCT03744806,Blood-aqueous Barrier Integrity in Eyes Undergoing Intravitreal Bevacizumab Therapy to Treat Neovascular AMD,https://clinicaltrials.gov/study/NCT03744806,COMPLETED,Exudative Age-related Macular Degeneration,DRUG: Bevacizumab Injection,"Anterior chamber (AC) inflammation evaluated with laser flare photometry., All patients were examined before and 1 day and 1 month after each intravitreal bevacizumab injection. Subjects were followed for a period of 4 months in both the study and control groups. The final flare photometry value was automatically calculated by averaging 5 individual measurements. A total of 7 measurements were obtained, but the highest and lowest measurement values were excluded by the flare meter. All statistical analyses were performed using STATISTICA 12 statistical software., 4 months",Medical University of Lublin,48,OBSERVATIONAL,Observational Model: |Time Perspective: p,2015-01
NCT00791427,ERG/EOG Study in AMD Patients Treated With Ranibizumab,https://clinicaltrials.gov/study/NCT00791427,COMPLETED,Age-Related Macular Degeneration,DRUG: Ranibizumab,"ERG/EOG, 1 year","Retina Center, Minnesota",10,OBSERVATIONAL,Observational Model: |Time Perspective: p,2008-11
NCT04239027,A Study to Assess the Effects of Brolucizumab in Adult Patients With Neovascular Age Related Macular Degeneration,https://clinicaltrials.gov/study/NCT04239027,COMPLETED,Neovascular Age Related Macular Degeneration,DRUG: RTH258/Brolucizumab,"Percentage change in CNV lesion area measured by OCT-A from Baseline to Week 12, To evaluate the short-term effect of brolucizumab on CNV lesion area as measured by Optical Coherence Tomography Angiography (OCT-A) in nAMD patients., Week 12",Novartis Pharmaceuticals,210,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-01-26
NCT00687804,A 12 Month Core Study to Assess the Efficacy and Safety of Ranibizumab (Intravitreal Injections) in Patients With Visual Impairment Due to Diabetic Macular Edema and a 24 Month Open-label Extension Study,https://clinicaltrials.gov/study/NCT00687804,COMPLETED,Diabetic Macular Edema,DRUG: Ranibizumab|PROCEDURE: Laser|PROCEDURE: Sham laser|DRUG: Sham to ranibizumab,"Core Study: Difference Between the Baseline Level of Visual Acuity (Letters) of the Study Eye and the Mean Visual Acuity Averaged Over All Monthly Post-baseline Assessments From Month 1 to Month 12, Visual acuity (VA) was assessed on both eyes during every study visit using best correction determined from protocol refraction. VA measurements (number of letters correctly identified) were performed with the patient in a sitting position using Early Treatment Diabetic Retinopathy Study (ETDRS)-like visual acuity testing charts at a testing distance of 4 meters., Baseline through the end of study (Month 12)|Extension Study: Percentage of Participants With Ocular Adverse Events (AEs) in the Study Eye in the 24 Month Extension Study, Participants with ocular (occurring in the eye) serious adverse events (SAEs) and non-serious AEs in the study eye. The study eye is the eye that received the treatment. AEs are the appearance or worsening of any undesirable sign, symptom, or medical condition occurring after starting the study drug even if the event is not considered to be related to study drug. A serious adverse event is defined as an event that is fatal or life-threatening, results in persistent or significant disability/incapacity, constitutes a congenital anomaly/birth defect, requires inpatient hospitalization or prolongation of existing hospitalization or is medically significant.

Additional information about adverse events can be found in the Adverse Event section., Extension baseline (Month 12 -end of core study) to Month 36 (end of extension study) [24 Months]|Extension Study: Percentage of Participants With Non-Ocular Adverse Events (AEs) in the 24 Month Extension Study, Participants with non-ocular (not occurring in the eye) serious adverse events (SAEs) and non-serious AEs. AEs are the appearance or worsening of of any undesirable sign, symptom, or medical condition occurring after starting the study drug even if the event is not considered to be related to study drug. A serious adverse event is defined as an event that is fatal or life-threatening, results in persistent or significant disability/incapacity, constitutes a congenital anomaly/birth defect, requires inpatient hospitalization or prolongation of existing hospitalization or is medically significant.

Additional information about adverse events can be found in the Adverse Event section., Extension baseline (Month 12 -end of core study) to Month 36 (end of extension study) [24 Months]",Novartis,345,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2008-05
NCT01273727,Ozurdex for Macular Edema Post Membrane Peeling,https://clinicaltrials.gov/study/NCT01273727,COMPLETED,Epiretinal Membrane|Cellophane Maculopathy|Macular Edema|Retinal Edema,DRUG: Dexamethasone|DRUG: dexamethasone,"mean best corrected visual acuity as measured by Snellen visual acuity compared to enrollment, 6 months","Retina Specialists, PC",35,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2010-06
NCT05988827,Effect of Minimizing Light Exposure Intensity on Macular Function After Cataract Surgery in Patients With Early or Intermediate AMD,https://clinicaltrials.gov/study/NCT05988827,RECRUITING,"Macular Degeneration, Age Related|Cataract",DEVICE: NGenuity,"Assess the change from baseline of the retinal response amplitude in voltage in patients one hour after cataract surgery performed with NGenuity compared to standard light condition with SOM., The change from baseline of the photopic b-wave amplitude (µV) measured one hour after the cataract surgery by fERG., 1 hour after cataract surgery",Elsan,42,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2023-09-14
NCT01198327,Extended Follow-up of Patients With Macular Edema Due to Retinal Vein Occlusion,https://clinicaltrials.gov/study/NCT01198327,COMPLETED,Retinal Vein Occlusion,DRUG: ranibizumab|OTHER: Peripheral Laser,"Incidence of Serious Adverse Events., Record the serious adverse events, both ocular and non-ocular to gather long-term safety data., 24 mos","Peter A Campochiaro, MD",66,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2010-08
NCT04278079,Vitrectomy With Internal Limiting Membrane Peeling for Myopic Traction Maculopathy,https://clinicaltrials.gov/study/NCT04278079,COMPLETED,Myopic Traction Maculopathy|Pars Plana Vitrectomy|Internal Limiting Membrane Peeling,PROCEDURE: Pars Plana Vitrectomy with Internal Limiting Membrane peel,"Improvement of best corrected visual acuity, 6 months",Tanta University,52,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-01
NCT05904691,Safety and Tolerability of OCU-10-C-110 for Injection in Subjects With Neovascular Age-related Macular Degeneration,https://clinicaltrials.gov/study/NCT05904691,RECRUITING,Neovascular Age-related Macular Degeneration (nAMD),DRUG: OCU-10-C-110 for Injection,"Ocular safety - AE, Number of Adverse events, Cohort A - 8 weeks; Cohort B - 12 weeks",Ocugenix Corporation,19,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-11-01
NCT02302079,A Study to Evaluate ASP8232 in Reducing Central Retinal Thickness in Subjects With Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT02302079,COMPLETED,Diabetes Mellitus|Diabetic Macular Edema,DRUG: ASP8232|DRUG: ranibizumab|DRUG: Placebo|OTHER: Sham intravitreal (IVT) injection,"Percent change from baseline in excess central subfield thickness (CST) in the study eye as assessed by spectral domain-optical coherence tomography (SD-OCT) at Month 3, Baseline and Month 3",Astellas Pharma Europe B.V.,96,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2015-01-12
NCT01983579,TF (SENSIMED Triggerfish) in Intraocular Anti-VEGF (Vascular Endothelial Growth Factor) Injection,https://clinicaltrials.gov/study/NCT01983579,TERMINATED,Neovascular Age Related Macular Degeneration (AMD)|Open Angle Glaucoma,PROCEDURE: Intraocular anti-VEGF injection|DEVICE: SENSIMED Triggerfish,"Peak amplitude on SENSIMED Trggerfish (TF) pattern within 2 hours of injection, The TF output before injection will be compared to the TF peak value recorded within 2 hours of the anti-VEGF injection. The difference between these two values is the peak amplitude, expressed in mVeq (millivolt equivalent)., 2 hours after anti-VEGF injection",Sensimed AG,4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2013-10
NCT00349739,Treatment of Patients With Age-Related Macular Degeneration With Anecortave Acetate,https://clinicaltrials.gov/study/NCT00349739,NO_LONGER_AVAILABLE,Macular Degeneration,DRUG: Anecortave Acetate,,University of Iowa,,EXPANDED_ACCESS,,2003-01
NCT05510479,Post-market Evaluation of OdySight App to Monitor Near Visual Acuity at Home (TIL002),https://clinicaltrials.gov/study/NCT05510479,COMPLETED,Visual Impairment,OTHER: Software as medical device,"Equivalence between OdySight and standardized methods - Near Visual Acuity, To assess the equivalence between a smartphone based evaluation of near visual acuity with ODYSIGHT at home and standardized methods (Sloan ETDRS near vision letter chart and Landolt C near vision chart) performed in clinic., 2 months",Tilak Healthcare,58,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-05-05
NCT00668239,Diffuse Diabetic Maculopathy With Intravitreal Triamcinolone or Laser,https://clinicaltrials.gov/study/NCT00668239,COMPLETED,Macular Edema,DRUG: intravitreous triamcinolone|PROCEDURE: laser therapy,"diffuse macular oedema, 1, 3 and 6 months",Hospital de Clinicas de Porto Alegre,14,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2004-09
NCT01626339,Effect of Intravitreal Anti-VEGF on Retinal Vessels Diameter,https://clinicaltrials.gov/study/NCT01626339,UNKNOWN,Age Related Macular Degeneration,DRUG: Intravitreal Ranibizumab|DRUG: Intravitreal bevacizumab,,University of Malaya,30,INTERVENTIONAL,"Allocation: |Intervention Model: |Masking: |Primary Purpose: ",2012-04
NCT00335439,Effect of Prophylactic Ketorolac on CME After Cataract Surgery,https://clinicaltrials.gov/study/NCT00335439,COMPLETED,"Macular Edema, Cystoid",DRUG: ketorolac tromethamine 0.5% (Acular®),Degree of cystoid macular edema by means of OCT (total macular volume) measurements,Queen's University,98,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2006-06
NCT06205979,Relationship Between Dyslipidemia and The Response of Diabetic Macular Edema to Intravitreal Injection of Anti Vascular Endothelial Growth Factor Agents,https://clinicaltrials.gov/study/NCT06205979,RECRUITING,Diabetic Macular Edema,DRUG: Ranibizumab Injection [Lucentis]|DRUG: Aflibercept Injection [Eylea],"change in the best corrected visual acuity in meters, measure of the ability of the eye to distinguish shapes and the details of objects at a given distance with the help of corrective lenses, 2 months|change in the retina and macula measurements by Optical coherence tomography (OCT), assess the state of the retina and macula by measuring :

* Average Thickness in (μm), 2 months|change in the retina and macula measurements by Optical coherence tomography (OCT), assess the state of the retina and macula by measuring :

* Center thickness in (μm), 2 months|change in the retina and macula measurements by Optical coherence tomography (OCT), assess the state of the retina and macula by measuring :

* Total volume in (mm3), 2 months",Sohag University,50,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-12-12
NCT00709527,ARC1905 (ANTI-C5 APTAMER) Given Either In Combination Therapy With Lucentis® 0.5 mg/Eye In Subjects With Neovascular Age-Related Macular Degeneration,https://clinicaltrials.gov/study/NCT00709527,COMPLETED,Age-Related Macular Degeneration,DRUG: ARC1905,"Presence of any dose-limiting toxicity (DLT), safety endpoints include adverse events, vital signs, ophthalmic variables and outcomes, 2 years",Ophthotech Corporation,60,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-07
NCT02944227,Efficacy of Fixed Monthly Dosing of Ranibizumab in Neovascular Age-related Macular Degeneration,https://clinicaltrials.gov/study/NCT02944227,COMPLETED,Wet Macular Degeneration,DRUG: Lucentis,"Changes of a pigment epithelial detachment (PED), Maximum height, Baseline and 6 months|Changes of a pigment epithelial detachment (PED), Maximum diameter, Baseline and 6 months|Changes of subretinal fluid (SRF), Maximum height, Baseline and 6 months|Changes of subretinal fluid (SRF), Maximum diameter, Baseline and 6 months",Seoul National University Hospital,20,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-03-03
NCT06031727,CRISPR/cas13-medIated RNA tarGeting tHerapy for the Treatment of Neovascular Age-related Macular Degeneration Investigator-initiated Trial (SIGHT-I),https://clinicaltrials.gov/study/NCT06031727,RECRUITING,Neovascular Age-related Macular Degeneration(nAMD),GENETIC: HG202,"Incidence and severity of ocular and systemic adverse events, Number of adverse events (AEs), serious adverse events (SAEs), and dose-limiting toxicities (DLTs), 24 weeks","HuidaGene Therapeutics Co., Ltd.",12,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-09-04
NCT05481827,ORACLE: A Long-term Follow-up Study to Evaluate the Safety of GT005 in Participants With Geographic Atrophy Secondary to Age-related Macular Degeneration Treated in a Gyroscope-sponsored Antecedent Study,https://clinicaltrials.gov/study/NCT05481827,ENROLLING_BY_INVITATION,Age Related Macular Degeneration (AMD),GENETIC: GT005,"Incidence and severity of ocular and systemic adverse events (AEs), An AE is the development of an undesirable medical condition or the deterioration of a preexisting medical condition following or during exposure to a pharmaceutical product, whether or not considered causally related to the IMP., up to Week 260",Gyroscope Therapeutics Limited,225,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2022-07-12
NCT00035906,Research Study in Patients With Persistent Macular Edema,https://clinicaltrials.gov/study/NCT00035906,COMPLETED,"Diabetes|Macular Edema|Diabetic Retinopathy|Retinal Disease|Uveitis, Posterior",DRUG: DEX PS DDS®,,Allergan,315,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: |Primary Purpose: TREATMENT,2001-10
NCT06181227,A Phase 2 Study of Intravitreal AVD-104 in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT06181227,RECRUITING,Diabetic Macular Edema|Diabetic Retinopathy,DRUG: AVD-104,"Safety of AVD-104, Number of participants with any evidence of adverse or serious adverse events as assessed by ocular examination, 3 months","Aviceda Therapeutics, Inc.",30,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-11-30
NCT01870427,NEWTON: Aflibercept Injection for Previously Treated Macular Edema Associated With Central Retinal Vein Occlusions,https://clinicaltrials.gov/study/NCT01870427,COMPLETED,Macular Edema With Central Retinal Vein Occlusions,DRUG: Aflibercept (2.0 mg),"Duration of Intravitreal Aflibercept on Treatment Interval, Mean number of weeks between each injection where there is no macular edema, 52 Weeks",Northern California Retina Vitreous Associates,20,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-06
NCT05984927,NG101 AAV Gene Therapy in Subjects With Wet Age-Related Macular Degeneration,https://clinicaltrials.gov/study/NCT05984927,RECRUITING,Age-Related Macular Degeneration,GENETIC: NG101 AAV gene therapy,"Adverse Events, Incidence and severity of ocular and non-ocular adverse events (AEs) for each cohort, Day 0 (pre-treatment) and Week 24","Neuracle Genetics, Inc",18,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-09-08
NCT05666804,Study Assessing the Efficacy and Safety of a Personalized Monotherapy Regimen of Brolucizumab in Patients With Symptomatic Macular Polypoidal Choroidal Vasculopathy,https://clinicaltrials.gov/study/NCT05666804,RECRUITING,Macular Polypoidal Choroidal Vasculopathy (PCV),DRUG: Brolucizumab 6mg|DRUG: Brolucizumab 6mg,"Average change in Best Corrected Visual Acuity (BCVA) from Baseline at a period from Week 48 to Week 60, BCVA will be assessed using Early Treatment Diabetic Retinopathy Study (ETDRS) visual acuity testing charts, from Week 48 to Week 60",Novartis Pharmaceuticals,160,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-02-06
